ClassKind,icd11Code,icd11Title,icd11TTDalias,isLeaf,MeSHDiseaseID,MeSHDiseaseTerm,HSDNCount,TTDTitle,TTDDrugCount,DrugPresentInBlock,icd10Code,icd10Chapter,icd10Title
category,BB91.Y,- - - - Other specified nonrheumatic pulmonary valve insufficiency,,True,,,,,,,I37.1,IX,Pulmonary valve insufficiency
category,BB91.Z,"- - - - Pulmonary valve insufficiency, unspecified",,True,,,,,,,I37.1,IX,Pulmonary valve insufficiency
category,BB92,- - - Pulmonary valve stenosis with insufficiency,,False,,,,,,,I37.2,IX,Pulmonary valve stenosis with insufficiency
category,BB92.0,- - - - Rheumatic pulmonary valve stenosis with insufficiency,,True,,,,,,,I37.2,IX,Pulmonary valve stenosis with insufficiency
category,BB92.1,- - - - Nonrheumatic pulmonary valve stenosis with insufficiency,,True,,,,,,,I37.2,IX,Pulmonary valve stenosis with insufficiency
category,BB92.Z,"- - - - Pulmonary valve stenosis with insufficiency, unspecified",,True,,,,,,,I37.2,IX,Pulmonary valve stenosis with insufficiency
category,BB93,- - - Pulmonary valvar abscess,,True,,,,,,,I51.8,IX,Other ill-defined heart diseases
category,BB9Y,- - - Other specified pulmonary valve disease,,True,,,,,,,I39.3,IX,Pulmonary valve disorders in diseases classified elsewhere
category,BB9Z,"- - - Pulmonary valve disease, unspecified",,True,,,,,,,I39.3,IX,Pulmonary valve disorders in diseases classified elsewhere
category,BC00,- - Multiple valve disease,,True,,,,,,,I39.4,IX,Multiple valve disorders in diseases classified elsewhere
category,BC01,- - Prosthetic valve disease,,True,,,,,,,IX,IX,Diseases of the circulatory system
category,BC02,- - Acquired abnormality of congenitally malformed valve,,False,,,,,,,IX,IX,Diseases of the circulatory system
category,BC02.0,- - - Acquired common atrioventricular valvar abnormality in biventricular connections,,True,,,,,,,IX,IX,Diseases of the circulatory system
category,BC02.1,- - - Acquired truncal valvar abnormality,,True,,,,,,,IX,IX,Diseases of the circulatory system
category,BC02.2,- - - Acquired common atrioventricular valvar abnormality in double inlet ventricle,,True,,,,,,,IX,IX,Diseases of the circulatory system
category,BC02.3,- - - Acquired abnormality of neoaortic valve of pulmonary origin,,False,,,,,,,IX,IX,Diseases of the circulatory system
category,BC02.30,- - - - Stenosis of the neoaortic valve of pulmonary origin,,True,,,,,,,IX,IX,Diseases of the circulatory system
category,BC02.31,- - - - Insufficiency of the neoaortic valve of pulmonary origin,,True,,,,,,,IX,IX,Diseases of the circulatory system
category,BC02.3Y,- - - - Other specified acquired abnormality of neoaortic valve of pulmonary origin,,True,,,,,,,IX,IX,Diseases of the circulatory system
category,BC02.3Z,"- - - - Acquired abnormality of neoaortic valve of pulmonary origin, unspecified",,True,,,,,,,IX,IX,Diseases of the circulatory system
category,BC02.4,- - - Acquired abnormality of the neoaortic valve of truncal origin,,False,,,,,,,IX,IX,Diseases of the circulatory system
category,BC02.40,- - - - Acquired stenosis of the neoaortic valve of truncal origin,,True,,,,,,,IX,IX,Diseases of the circulatory system
category,BC02.41,- - - - Acquired regurgitation of the neoaortic valve of truncal origin,,True,,,,,,,IX,IX,Diseases of the circulatory system
category,BC02.4Y,- - - - Other specified acquired abnormality of the neoaortic valve of truncal origin,,True,,,,,,,IX,IX,Diseases of the circulatory system
category,BC02.4Z,"- - - - Acquired abnormality of the neoaortic valve of truncal origin, unspecified",,True,,,,,,,IX,IX,Diseases of the circulatory system
category,BC02.Y,- - - Other specified acquired abnormality of congenitally malformed valve,,True,,,,,,,IX,IX,Diseases of the circulatory system
category,BC02.Z,"- - - Acquired abnormality of congenitally malformed valve, unspecified",,True,,,,,,,IX,IX,Diseases of the circulatory system
category,BC0Z,"- - Heart valve diseases, unspecified",,True,,,,,,,IX,IX,Diseases of the circulatory system
category,BC20,"- Chronic rheumatic heart diseases, not elsewhere classified",,False,,,,,,,I09,IX,Other rheumatic heart diseases
category,BC20.0,"- - Rheumatic diseases of endocardium, valve unspecified",,True,,,,,,,I09.1,IX,"Rheumatic diseases of endocardium, valve unspecified"
category,BC20.1,"- - Rheumatic heart disease, unspecified",,True,D012214,Rheumatic Heart Disease,,,,,I09.9,IX,"Rheumatic heart disease, unspecified"
category,BC20.Y,- - Other specified chronic rheumatic heart disease,,True,,,,,,,I09.8,IX,Other specified rheumatic heart diseases
category,BC20.Z,"- - Chronic rheumatic heart disease, unspecified",,True,,,,,,,I09,IX,Other rheumatic heart diseases
block,BC40-BC4Z,- Diseases of the myocardium or cardiac chambers,,False,,,,,,,IX,IX,Diseases of the circulatory system
category,BC40,- - Acquired atrial abnormality,,False,,,,,,,I99,IX,Other and unspecified disorders of circulatory system
category,BC40.0,- - - Acquired interatrial communication,,True,,,,,,,I23.1,IX,Atrial septal defect as current complication following acute myocardial infarction
category,BC40.Y,- - - Other specified acquired atrial abnormality,,True,D006344,"Heart Septal Defects, Atrial",,,,,I99,IX,Other and unspecified disorders of circulatory system
category,BC40.Z,"- - - Acquired atrial abnormality, unspecified",,True,,,,,,,I99,IX,Other and unspecified disorders of circulatory system
category,BC41,- - Acquired ventricular abnormality,,False,,,,,,,I99,IX,Other and unspecified disorders of circulatory system
category,BC41.0,- - - Acquired interventricular communication,,True,,,,,,,I51.0,IX,"Cardiac septal defect, acquired"
category,BC41.Y,- - - Other specified acquired ventricular abnormality,,True,D006345,"Heart Septal Defects, Ventricular",,,,,I99,IX,Other and unspecified disorders of circulatory system
category,BC41.Z,"- - - Acquired ventricular abnormality, unspecified",,True,,,,,,,I99,IX,Other and unspecified disorders of circulatory system
category,BC42,- - Myocarditis,,False,D009205,Myocarditis,,,,,I51.4,IX,"Myocarditis, unspecified"
category,BC42.0,- - - Giant cell myocarditis,,True,,,,,,,I40.8,IX,Other acute myocarditis
category,BC42.1,- - - Infectious myocarditis,,True,,,,,,,I40.0,IX,Infective myocarditis
category,BC42.2,- - - Hypersensitivity myocarditis,,True,,,,,,,I40.8,IX,Other acute myocarditis
category,BC42.3,- - - Rheumatic myocarditis,,True,,,,,,,I09.0,IX,Rheumatic myocarditis
category,BC42.Y,- - - Other specific myocarditis,,True,,,,,,,I51.4,IX,"Myocarditis, unspecified"
category,BC42.Z,"- - - Myocarditis, unspecified",,True,,,,,,,I51.4,IX,"Myocarditis, unspecified"
category,BC43,- - Cardiomyopathy,,False,D009202,Cardiomyopathies,,,,,I30-I52,IX,Other forms of heart disease
category,BC43.0,- - - Dilated cardiomyopathy,,False,D002311,"Cardiomyopathy, Dilated",,,,,I42.0,IX,Dilated cardiomyopathy
category,BC43.00,- - - - Familial-genetic dilated cardiomyopathy,,True,,,,,,,I42.0,IX,Dilated cardiomyopathy
category,BC43.01,- - - - Nonfamilial dilated cardiomyopathy,,True,,,,,,,I42.0,IX,Dilated cardiomyopathy
category,BC43.0Z,"- - - - Dilated cardiomyopathy, unspecified",,True,,,,,,,I42.0,IX,Dilated cardiomyopathy
category,BC43.1,- - - Hypertrophic cardiomyopathy,,False,D002312,"Cardiomyopathy, Hypertrophic",,,,,I30-I52,IX,Other forms of heart disease
category,BC43.10,- - - - Familial-genetic hypertrophic cardiomyopathy,,True,D024741,"Cardiomyopathy, Hypertrophic, Familial",,,,,I30-I52,IX,Other forms of heart disease
category,BC43.11,- - - - Non-obstructive hypertrophic cardiomyopathy,,True,,,,,,,I30-I52,IX,Other forms of heart disease
category,BC43.12,- - - - Obstructive hypertrophic cardiomyopathy,,True,,,,,,,I42.1,IX,Obstructive hypertrophic cardiomyopathy
category,BC43.1Y,- - - - Other specified hypertrophic cardiomyopathy,,True,,,,,,,I30-I52,IX,Other forms of heart disease
category,BC43.1Z,"- - - - Hypertrophic cardiomyopathy, unspecified",,True,,,,,,,I30-I52,IX,Other forms of heart disease
category,BC43.2,- - - Restrictive cardiomyopathy,,False,D002313,"Cardiomyopathy, Restrictive",,,,,I30-I52,IX,Other forms of heart disease
category,BC43.20,- - - - Nonfamilial restrictive cardiomyopathy,,True,,,,,,,I30-I52,IX,Other forms of heart disease
category,BC43.2Y,- - - - Other specified restrictive cardiomyopathy,,True,,,,,,,I30-I52,IX,Other forms of heart disease
category,BC43.2Z,"- - - - Restrictive cardiomyopathy, unspecified",,True,,,,,,,I30-I52,IX,Other forms of heart disease
category,BC43.3,- - - Endocardial fibroelastosis,,True,D004695,Endocardial Fibroelastosis,,,,,I42.4,IX,Endocardial fibroelastosis
category,BC43.4,- - - Cardiomyopathy due to drugs or other external agents,,True,,,,,,,I42.7,IX,Cardiomyopathy due to drugs and other external agents
category,BC43.5,- - - Stress-induced cardiomyopathy,,True,,,,,,,I30-I52,IX,Other forms of heart disease
category,BC43.6,- - - Arrhythmogenic ventricular cardiomyopathy,,True,,,,,,,I30-I52,IX,Other forms of heart disease
category,BC43.7,- - - Diabetic cardiomyopathy,,True,,,,,,,I30-I52,IX,Other forms of heart disease
category,BC43.Y,- - - Other specified cardiomyopathy,,True,D002310,"Cardiomyopathy, Alcoholic",,,,,I30-I52,IX,Other forms of heart disease
category,BC43.Z,"- - - Cardiomyopathy, unspecified",,True,,,,,,,I30-I52,IX,Other forms of heart disease
category,BC44,- - Noncompaction cardiomyopathy,,True,,,,,,,IX,IX,Diseases of the circulatory system
category,BC45,- - Cardiomegaly,,True,D006332,Cardiomegaly,,,,,I51.7,IX,Cardiomegaly
category,BC46,- - Intracardiac thrombosis,,True,,,,,,,I51.3,IX,"Intracardiac thrombosis, not elsewhere classified"
category,BC4Y,- - Other specified diseases of the myocardium or cardiac chambers,,True,,,,,,,IX,IX,Diseases of the circulatory system
category,BC4Z,"- - Diseases of the myocardium or cardiac chambers, unspecified",,True,,,,,,,IX,IX,Diseases of the circulatory system
block,BC60-BC9Z,- Cardiac arrhythmia,,False,D001145,"Arrhythmias, Cardiac",,,,,IX,IX,Diseases of the circulatory system
category,BC60,- - Atrial premature depolarization,,True,D018880,Atrial Premature Complexes,,,,,I49.1,IX,Atrial premature depolarization
category,BC61,- - Junctional premature depolarization,,True,,,,,,,I49.2,IX,Junctional premature depolarization
category,BC62,- - Accessory pathway,,True,,,,,,,I49.8,IX,Other specified cardiac arrhythmias
category,BC63,- - Conduction disorders,,False,,,,,,,I45.9,IX,"Conduction disorder, unspecified"
category,BC63.0,"- - - Atrioventricular block, first degree",,True,,,,,,,I44.0,IX,"Atrioventricular block, first degree"
category,BC63.1,"- - - Atrioventricular block, second degree",,False,,,,,,,I44.1,IX,"Atrioventricular block, second degree"
category,BC63.10,- - - - High-grade second degree atrioventricular block,,True,,,,,,,I44.1,IX,"Atrioventricular block, second degree"
category,BC63.1Y,"- - - - Other specified atrioventricular block, second degree",,True,,,,,,,I44.1,IX,"Atrioventricular block, second degree"
category,BC63.1Z,"- - - - Atrioventricular block, second degree, unspecified",,True,,,,,,,I44.1,IX,"Atrioventricular block, second degree"
category,BC63.2,- - - Complete atrioventricular block,,False,D054537,Atrioventricular Block,,,,,I44.2,IX,"Atrioventricular block, complete"
category,BC63.20,- - - - Congenital complete atrioventricular block,,True,,,,,,,I44.2,IX,"Atrioventricular block, complete"
category,BC63.21,- - - - Acquired complete atrioventricular block,,True,,,,,,,I44.2,IX,"Atrioventricular block, complete"
category,BC63.2Z,"- - - - Complete atrioventricular block, unspecified",,True,,,,,,,I44.2,IX,"Atrioventricular block, complete"
category,BC63.3,- - - Right bundle branch block,,True,D002037,Bundle-Branch Block,,,,,I45.1,IX,Other and unspecified right bundle-branch block
category,BC63.4,- - - Left bundle branch block,,False,,,,,,,I44.7,IX,"Left bundle-branch block, unspecified"
category,BC63.40,- - - - Left anterior fascicular block,,True,,,,,,,I44.4,IX,Left anterior fascicular block
category,BC63.41,- - - - Left posterior fascicular block,,True,,,,,,,I44.5,IX,Left posterior fascicular block
category,BC63.4Z,"- - - - Left bundle branch block, fascicle unspecified",,True,,,,,,,I44.7,IX,"Left bundle-branch block, unspecified"
category,BC63.5,- - - Nonspecific intraventricular conduction delay,,True,,,,,,,I45.4,IX,Nonspecific intraventricular block
category,BC63.Y,- - - Other specified conduction disorders,,True,,,,,,,I45.9,IX,"Conduction disorder, unspecified"
category,BC63.Z,"- - - Conduction disorders, unspecified",,True,,,,,,,I45.9,IX,"Conduction disorder, unspecified"
category,BC64,- - Sudden arrhythmic death syndrome,,True,,,,,,,I49.9,IX,"Cardiac arrhythmia, unspecified"
category,BC65,- - Cardiac arrhythmia associated with genetic disorder,,False,,,,,,,I49.8,IX,Other specified cardiac arrhythmias
category,BC65.0,- - - Long QT syndrome,,True,D008133,Long QT syndrome,,,,,I49.8,IX,Other specified cardiac arrhythmias
category,BC65.1,- - - Brugada syndrome,,True,D053840,Brugada Syndrome,,,,,I49.8,IX,Other specified cardiac arrhythmias
category,BC65.2,- - - Short QT syndrome,,True,,,,,,,I49.8,IX,Other specified cardiac arrhythmias
category,BC65.3,- - - Early repolarisation syndrome,,True,,,,,,,I49.8,IX,Other specified cardiac arrhythmias
category,BC65.4,- - - Idiopathic ventricular fibrillation,,True,,,,,,,I49.8,IX,Other specified cardiac arrhythmias
category,BC65.5,- - - Catecholaminergic polymorphic ventricular tachycardia,,True,,,,,,,I47.2,IX,Ventricular tachycardia
category,BC65.Y,- - - Other specified cardiac arrhythmia associated with genetic disorder,,True,,,,,,,I49.8,IX,Other specified cardiac arrhythmias
category,BC65.Z,"- - - Cardiac arrhythmia associated with genetic disorder, unspecified",,True,,,,,,,I49.8,IX,Other specified cardiac arrhythmias
block,BC70-BC7Z,- - Ventricular rhythm disturbance,,False,,,,,,,IX,IX,Diseases of the circulatory system
category,BC70,- - - Ventricular premature depolarization,,True,D018879,Ventricular Premature Complexes,,,,,I49.3,IX,Ventricular premature depolarization
category,BC71,- - - Ventricular tachyarrhythmia,,False,,,,,,,I49.8,IX,Other specified cardiac arrhythmias
category,BC71.0,- - - - Ventricular tachycardia,,False,D017180,"Tachycardia, Ventricular",,,,,I47.2,IX,Ventricular tachycardia
category,BC71.00,- - - - - Right outflow tract ventricular tachycardia,,True,,,,,,,I47.2,IX,Ventricular tachycardia
category,BC71.01,- - - - - Polymorphic ventricular tachycardia,,True,,,,,,,I47.2,IX,Ventricular tachycardia
category,BC71.02,- - - - - Sustained ventricular tachycardia,,True,,,,,,,I47.2,IX,Ventricular tachycardia
category,BC71.03,- - - - - Non-sustained ventricular tachycardia,,True,,,,,,,I47.2,IX,Ventricular tachycardia
category,BC71.0Y,- - - - - Other specified ventricular tachycardia,,True,,,,,,,I47.2,IX,Ventricular tachycardia
category,BC71.0Z,"- - - - - Ventricular tachycardia, unspecified",,True,,,,,,,I47.2,IX,Ventricular tachycardia
category,BC71.1,- - - - Ventricular fibrillation,,True,D014693,Ventricular Fibrillation,,,,,I49.0,IX,Ventricular fibrillation and flutter
category,BC71.2,- - - - Re-entry ventricular arrhythmia,,True,,,,,,,I47.0,IX,Re-entry ventricular arrhythmia
category,BC71.Y,- - - - Other specified ventricular tachyarrhythmia,,True,,,,,,,I49.8,IX,Other specified cardiac arrhythmias
category,BC71.Z,"- - - - Ventricular tachyarrhythmia, unspecified",,True,,,,,,,I49.8,IX,Other specified cardiac arrhythmias
category,BC7Y,- - - Other specified ventricular rhythm disturbance,,True,,,,,,,IX,IX,Diseases of the circulatory system
category,BC7Z,"- - - Ventricular rhythm disturbance, unspecified",,True,,,,,,,IX,IX,Diseases of the circulatory system
block,BC80-BC8Z,- - Supraventricular rhythm disturbance,,False,,,,,,,I49.8,IX,Other specified cardiac arrhythmias
category,BC80,- - - Supraventricular bradyarrhythmia,,False,,,,,,,I49.8,IX,Other specified cardiac arrhythmias
category,BC80.0,- - - - Sinus pause,,True,,,,,,,I45.5,IX,Other specified heart block
category,BC80.1,- - - - Sinus bradycardia,,True,,,,,,,R00.1,XVIII,"Bradycardia, unspecified"
category,BC80.2,- - - - Sinus node dysfunction,,False,,,,,,,I51.8,IX,Other ill-defined heart diseases
category,BC80.20,- - - - - Sick sinus syndrome,,True,,,,,,,I49.5,IX,Sick sinus syndrome
category,BC80.21,- - - - - Sinoatrial block,,True,D012848,Sinoatrial Block,,,,,I45.5,IX,Other specified heart block
category,BC80.2Y,- - - - - Other specified sinus node dysfunction,,True,,,,,,,I51.8,IX,Other ill-defined heart diseases
category,BC80.2Z,"- - - - - Sinus node dysfunction, unspecified",,True,,,,,,,I51.8,IX,Other ill-defined heart diseases
category,BC80.Y,- - - - Other specified supraventricular bradyarrhythmia,,True,,,,,,,I49.8,IX,Other specified cardiac arrhythmias
category,BC80.Z,"- - - - Supraventricular bradyarrhythmia, unspecified",,True,,,,,,,I49.8,IX,Other specified cardiac arrhythmias
category,BC81,- - - Supraventricular tachyarrhythmia,,False,D013617,"Tachycardia, Supraventricular",,,,,I47.1,IX,Supraventricular tachycardia
category,BC81.0,- - - - Ectopic atrial tachycardia,,True,D013612,"Tachycardia, Ectopic Atrial",,,,,I47.1,IX,Supraventricular tachycardia
category,BC81.1,- - - - Junctional ectopic tachycardia,,True,D013613,"Tachycardia, Ectopic Junctional",,,,,I47.1,IX,Supraventricular tachycardia
category,BC81.2,- - - - Macro reentrant atrial tachycardia,,False,,,,,,,I47.1,IX,Supraventricular tachycardia
category,BC81.20,- - - - - Cavotricuspid isthmus dependent macroreentry tachycardia,,True,,,,,,,I47.1,IX,Supraventricular tachycardia
category,BC81.21,"- - - - - Non-scar, non-isthmus dependent macro reentrant atrial tachycardia",,True,,,,,,,I47.1,IX,Supraventricular tachycardia
category,BC81.22,- - - - - Scar mediated macro reentrant atrial tachycardia,,True,,,,,,,I47.1,IX,Supraventricular tachycardia
category,BC81.2Y,- - - - - Other specified macro reentrant atrial tachycardia,,True,,,,,,,I47.1,IX,Supraventricular tachycardia
category,BC81.2Z,"- - - - - Macro reentrant atrial tachycardia, unspecified",,True,,,,,,,I47.1,IX,Supraventricular tachycardia
category,BC81.3,- - - - Atrial fibrillation,,False,D001281,Atrial Fibrillation,,,,,I47.1,IX,Supraventricular tachycardia
category,BC81.30,- - - - - Paroxysmal atrial fibrillation,,True,,,,,,,I48.0,IX,Paroxysmal atrial fibrillation
category,BC81.31,- - - - - Persistent atrial fibrillation,,True,,,,,,,I48.1,IX,Persistent atrial fibrillation
category,BC81.32,- - - - - Permanent atrial fibrillation,,True,,,,,,,I48.2,IX,Chronic atrial fibrillation
category,BC81.33,- - - - - Preexcited atrial fibrillation,,True,,,,,,,I48.9,IX,"Atrial fibrillation and atrial flutter, unspecified"
category,BC81.3Y,- - - - - Other specified atrial fibrillation,,True,,,,,,,I47.1,IX,Supraventricular tachycardia
category,BC81.3Z,"- - - - - Atrial fibrillation, unspecified",,True,,,,,,,I47.1,IX,Supraventricular tachycardia
category,BC81.4,- - - - Wolff-Parkinson-White syndrome,,True,D014927,Wolff-Parkinson-White Syndrome,,,,,I45.6,IX,Pre-excitation syndrome
category,BC81.5,- - - - Sinus node reentrant tachycardia,,True,,,,,,,I47.1,IX,Supraventricular tachycardia
category,BC81.6,- - - - Inappropriate sinus tachycardia,,True,,,,,,,I49.8,IX,Other specified cardiac arrhythmias
category,BC81.7,- - - - Atrioventricular reciprocating tachycardia,,False,,,,,,,I47.1,IX,Supraventricular tachycardia
category,BC81.70,"- - - - - Atrioventricular reciprocating tachycardia, orthodromic",,True,,,,,,,I47.1,IX,Supraventricular tachycardia
category,BC81.71,"- - - - - Atrioventricular reciprocating tachycardia, antidromic",,True,,,,,,,I47.1,IX,Supraventricular tachycardia
category,BC81.7Y,- - - - - Other specified atrioventricular reciprocating tachycardia,,True,,,,,,,I47.1,IX,Supraventricular tachycardia
category,BC81.7Z,"- - - - - Atrioventricular reciprocating tachycardia, unspecified",,True,,,,,,,I47.1,IX,Supraventricular tachycardia
category,BC81.8,- - - - Atrioventricular nodal reentry tachycardia,,True,D013611,"Tachycardia, Atrioventricular Nodal Reentry",,,,,I47.1,IX,Supraventricular tachycardia
category,BC81.Y,- - - - Other specified supraventricular tachyarrhythmia,,True,,,,,,,I47.1,IX,Supraventricular tachycardia
category,BC81.Z,"- - - - Supraventricular tachyarrhythmia, unspecified",,True,,,,,,,I47.1,IX,Supraventricular tachycardia
category,BC8Y,- - - Other specified supraventricular rhythm disturbance,,True,,,,,,,I49.8,IX,Other specified cardiac arrhythmias
category,BC8Z,"- - - Supraventricular rhythm disturbance, unspecified",,True,,,,,,,I49.8,IX,Other specified cardiac arrhythmias
category,BC90,- - Rhythm disturbance at level of atrioventricular junction,,True,,,,,,,I49.8,IX,Other specified cardiac arrhythmias
category,BC91,- - Pacemaker or implantable cardioverter defibrillator battery at end of battery life,,True,,,,,,,Z45.0,XXI,Adjustment and management of cardiac devices
category,BC9Y,- - Other specified cardiac arrhythmia,,True,,,,,,,IX,IX,Diseases of the circulatory system
category,BC9Z,"- - Cardiac arrhythmia, unspecified",,True,,,,,,,IX,IX,Diseases of the circulatory system
block,BD10-BD1Z,- Heart failure,,False,D006333,Heart Failure,,,,,I50,IX,Heart failure
category,BD10,- - Congestive heart failure,,True,,,,,,,I50.0,IX,Congestive heart failure
category,BD11,- - Left ventricular failure,,False,,,,,,,I50.1,IX,Left ventricular failure
category,BD11.0,- - - Left ventricular failure with preserved ejection fraction,,True,,,,,,,I50.1,IX,Left ventricular failure
category,BD11.1,- - - Left ventricular failure with mid range ejection fraction,,True,,,,,,,I50.1,IX,Left ventricular failure
category,BD11.2,- - - Left ventricular failure with reduced ejection fraction,,True,,,,,,,I50.1,IX,Left ventricular failure
category,BD11.Z,"- - - Left ventricular failure, unspecified",,True,,,,,,,I50.1,IX,Left ventricular failure
category,BD12,- - High output syndromes,,True,,,,,,,I50,IX,Heart failure
category,BD13,- - Right ventricular failure,,True,,,,,,,I50,IX,Heart failure
category,BD14,- - Biventricular failure,,True,,,,,,,I50,IX,Heart failure
category,BD1Y,- - Other specified heart failure,,True,,,,,,,I50,IX,Heart failure
category,BD1Z,"- - Heart failure, unspecified",,True,,,,,,,I50,IX,Heart failure
block,BD30-BD5Z,- Diseases of arteries or arterioles,,False,,,,,,,I70-I79,IX,"Diseases of arteries, arterioles and capillaries"
category,BD30,- - Acute arterial occlusion,,False,,,,,,,I70-I79,IX,"Diseases of arteries, arterioles and capillaries"
category,BD30.0,- - - Acute upper limb arterial occlusion,,False,,,,,,,I70-I79,IX,"Diseases of arteries, arterioles and capillaries"
category,BD30.00,- - - - Acute thromboembolic upper limb arterial occlusion,,True,,,,,,,I74.2,IX,Embolism and thrombosis of arteries of upper extremities
category,BD30.01,- - - - Acute thrombotic upper limb arterial occlusion,,True,,,,,,,I74.2,IX,Embolism and thrombosis of arteries of upper extremities
category,BD30.0Y,- - - - Other specified acute upper limb arterial occlusion,,True,,,,,,,I70-I79,IX,"Diseases of arteries, arterioles and capillaries"
category,BD30.0Z,"- - - - Acute upper limb arterial occlusion, unspecified",,True,,,,,,,I70-I79,IX,"Diseases of arteries, arterioles and capillaries"
category,BD30.1,- - - Acute aortoiliac occlusion,,False,,,,,,,I70-I79,IX,"Diseases of arteries, arterioles and capillaries"
category,BD30.10,- - - - Acute thromboembolic aortoiliac occlusion,,True,,,,,,,I74.0,IX,Embolism and thrombosis of abdominal aorta
category,BD30.11,- - - - Acute thrombotic aortoiliac occlusion,,True,,,,,,,I74.1,IX,Embolism and thrombosis of other and unspecified parts of aorta
category,BD30.1Y,- - - - Other specified acute aortoiliac occlusion,,True,,,,,,,I70-I79,IX,"Diseases of arteries, arterioles and capillaries"
category,BD30.1Z,"- - - - Acute aortoiliac occlusion, unspecified",,True,,,,,,,I70-I79,IX,"Diseases of arteries, arterioles and capillaries"
category,BD30.2,- - - Acute lower limb arterial occlusion,,False,,,,,,,I70-I79,IX,"Diseases of arteries, arterioles and capillaries"
category,BD30.20,- - - - Acute thromboembolic lower limb arterial occlusion,,True,,,,,,,I74.3,IX,Embolism and thrombosis of arteries of lower extremities
category,BD30.21,- - - - Acute thrombotic lower limb arterial occlusion,,True,,,,,,,I74.3,IX,Embolism and thrombosis of arteries of lower extremities
category,BD30.2Y,- - - - Other specified acute lower limb arterial occlusion,,True,,,,,,,I70-I79,IX,"Diseases of arteries, arterioles and capillaries"
category,BD30.2Z,"- - - - Acute lower limb arterial occlusion, unspecified",,True,,,,,,,I70-I79,IX,"Diseases of arteries, arterioles and capillaries"
category,BD30.Y,- - - Other specified acute arterial occlusion,,True,,,,,,,I70-I79,IX,"Diseases of arteries, arterioles and capillaries"
category,BD30.Z,"- - - Acute arterial occlusion, unspecified",,True,,,,,,,I70-I79,IX,"Diseases of arteries, arterioles and capillaries"
block,BD40-BD4Z,- - Chronic arterial occlusive disease,,False,D016491,Peripheral Vascular Diseases,,,,,I73.9,IX,"Peripheral vascular disease, unspecified"
category,BD40,- - - Atherosclerotic chronic arterial occlusive disease,,False,D050197,Atherosclerosis,,,,,I70,IX,Atherosclerosis
category,BD40.0,- - - - Lower limb atherosclerosis,,True,,,,,,,I70.2,IX,Atherosclerosis of arteries of extremities
category,BD40.1,- - - - Atherosclerosis of aorta,,True,,,,,,,I70.0,IX,Atherosclerosis of aorta
category,BD40.2,- - - - Atherosclerosis of renal artery,,True,,,,,,,I70.1,IX,Atherosclerosis of renal artery
category,BD40.3,- - - - Aortic bifurcation syndrome,,True,,,,,,,I70,IX,Atherosclerosis
category,BD40.Y,- - - - Other specified atherosclerotic chronic arterial occlusive disease,,True,,,,,,,I70.8,IX,Atherosclerosis of other arteries
category,BD40.Z,"- - - - Atherosclerotic chronic arterial occlusive disease, unspecified",,True,,,,,,,I70,IX,Atherosclerosis
category,BD41,- - - Non-atherosclerotic chronic arterial occlusive disease,,False,,,,,,,I73.9,IX,"Peripheral vascular disease, unspecified"
category,BD41.0,- - - - Arterial fibromuscular dysplasia,,True,,,,,,,I77.3,IX,Arterial fibromuscular dysplasia
category,BD41.Y,- - - - Other specified non-atherosclerotic chronic arterial occlusive disease,,True,,,,,,,I73.9,IX,"Peripheral vascular disease, unspecified"
category,BD41.Z,"- - - - Non-atherosclerotic chronic arterial occlusive disease, unspecified",,True,,,,,,,I73.9,IX,"Peripheral vascular disease, unspecified"
category,BD42,- - - Raynaud phenomenon,,False,,,,,,,I73.9,IX,"Peripheral vascular disease, unspecified"
category,BD42.0,- - - - Primary Raynaud disease,,True,D011928,Raynaud Disease,,,,,I73.0,IX,Raynaud syndrome
category,BD42.1,- - - - Secondary Raynaud phenomenon,,True,,,,,,,I73.0,IX,Raynaud syndrome
category,BD42.Z,"- - - - Raynaud phenomenon, unspecified",,True,,,,,,,I73.9,IX,"Peripheral vascular disease, unspecified"
category,BD4Y,- - - Other specified chronic arterial occlusive disease,,True,,,,,,,I73.9,IX,"Peripheral vascular disease, unspecified"
category,BD4Z,"- - - Chronic arterial occlusive disease, unspecified",,True,,,,,,,I73.9,IX,"Peripheral vascular disease, unspecified"
category,BD50,- - Aortic aneurysm or dissection,,False,D001014,Aortic Aneurysm,,,,,I71,IX,Aortic aneurysm and dissection
category,BD50.0,"- - - Thoracic aortic dissection, ascending aorta dissection and propagation beyond arch",,False,,,,,,,I71,IX,Aortic aneurysm and dissection
category,BD50.00,"- - - - Thoracic aortic dissection, ascending aorta dissection and propagation beyond arch with perforation",,True,,,,,,,I71,IX,Aortic aneurysm and dissection
category,BD50.01,"- - - - Thoracic aortic dissection, ascending aorta dissection and propagation beyond arch with rupture",,True,,,,,,,I71,IX,Aortic aneurysm and dissection
category,BD50.02,"- - - - Thoracic aortic dissection, ascending aorta dissection and propagation beyond arch without mention of perforation or rupture",,True,,,,,,,I71,IX,Aortic aneurysm and dissection
category,BD50.0Y,"- - - - Other specified thoracic aortic dissection, ascending aorta dissection and propagation beyond arch",,True,,,,,,,I71,IX,Aortic aneurysm and dissection
category,BD50.0Z,"- - - - Thoracic aortic dissection, ascending aorta dissection and propagation beyond arch, unspecified",,True,,,,,,,I71,IX,Aortic aneurysm and dissection
