MeSH Disease ID	MeSH Disease Term
D009378	Neoplasms, Multiple Primary
D009379	Neoplasms, Muscle Tissue
D009380	Neoplasms, Nerve Tissue
D018302	Neoplasms, Neuroepithelial
D017169	Neoplasms, Post-Traumatic
D009381	Neoplasms, Radiation-Induced
D016609	Neoplasms, Second Primary
D018307	Neoplasms, Squamous Cell
D009382	Neoplasms, Unknown Primary
D009383	Neoplasms, Vascular Tissue
D009360	Neoplastic Cells, Circulating
D009386	Neoplastic Syndromes, Hereditary
D009389	Neovascularization, Pathologic
D009393	Nephritis
D009394	Nephritis, Hereditary
D009395	Nephritis, Interstitial
D009397	Nephrocalcinosis
D054989	Nephrogenic Fibrosing Dermopathy
D053040	Nephrolithiasis
D018201	Nephroma, Mesoblastic
D009400	Nephrosclerosis
D009401	Nephrosis
D009402	Nephrosis, Lipoid
D009404	Nephrotic Syndrome
D009408	Nerve Compression Syndromes
D009410	Nerve Degeneration
D018317	Nerve Sheath Neoplasms
D020721	Nervous System Autoimmune Disease, Experimental
D009421	Nervous System Malformations
D009423	Nervous System Neoplasms
D046768	Nesidioblastosis
D009436	Neural Tube Defects
D009437	Neuralgia
D051474	Neuralgia, Postherpetic
D009440	Neurasthenia
D009442	Neurilemmoma
D009443	Neuritis
D009444	Neuritis, Autoimmune, Experimental
D054546	Neuroacanthocytosis
D020953	Neuroaspergillosis
D019150	Neuroaxonal Dystrophies
D009447	Neuroblastoma
D009449	Neurocirculatory Asthenia
D020752	Neurocutaneous Syndromes
D020019	Neurocysticercosis
D018306	Neurocytoma
D019636	Neurodegenerative Diseases
D009450	Neurodermatitis
D017600	Neuroectodermal Tumor, Melanotic
D017599	Neuroectodermal Tumors
D018242	Neuroectodermal Tumors, Primitive
D018241	Neuroectodermal Tumors, Primitive, Peripheral
D018358	Neuroendocrine Tumors
D009455	Neurofibroma
D018318	Neurofibroma, Plexiform
D017253	Neurofibromatoses
D009456	Neurofibromatosis 1
D016518	Neurofibromatosis 2
D018319	Neurofibrosarcoma
D055496	Neurogenic Bowel
D020078	Neurogenic Inflammation
D009459	Neuroleptic Malignant Syndrome
D009461	Neurologic Manifestations
D009463	Neuroma
D009464	Neuroma, Acoustic
D009468	Neuromuscular Diseases
D020511	Neuromuscular Junction Diseases
D009471	Neuromyelitis Optica
D009472	Neuronal Ceroid-Lipofuscinoses
D054081	Neuronal Migration Disorders
D020818	Neuroschistosomiasis
D009494	Neurosyphilis
D018321	Neurothekeoma
D009497	Neurotic Disorders
D020258	Neurotoxicity Syndromes
D009503	Neutropenia
D009506	Nevus
D009507	Nevus of Ota
D018329	Nevus, Blue
D018332	Nevus, Epithelioid and Spindle Cell
D018330	Nevus, Intradermal
D009508	Nevus, Pigmented
D009521	Newcastle Disease
D052537	Niemann-Pick Disease, Type B
D052556	Niemann-Pick Disease, Type C
D009542	Niemann-Pick Diseases
D009755	Night Blindness
D020184	Night Terrors
D049932	Nijmegen Breakage Syndrome
D054318	No-Reflow Phenomenon
D009617	Nocardia Infections
D053206	Nocturnal Enuresis
D020189	Nocturnal Myoclonus Syndrome
D020183	Nocturnal Paroxysmal Dystonia
D009625	Noma
D009634	Noonan Syndrome
D009667	Nose Deformities, Acquired
D009668	Nose Diseases
D009669	Nose Neoplasms
D053589	Nuchal Cord
D021184	Nut Hypersensitivity
D009748	Nutrition Disorders
D020417	Nystagmus, Congenital
D009759	Nystagmus, Pathologic
D009765	Obesity
D010845	Obesity Hypoventilation Syndrome
D056128	Obesity, Abdominal
D009767	Obesity, Morbid
D009771	Obsessive-Compulsive Disorder
D007744	Obstetric Labor Complications
D007752	Obstetric Labor, Premature
D009794	Ochronosis
D009798	Ocular Hypertension
D015814	Ocular Hypotension
D015835	Ocular Motility Disorders
D009800	Oculocerebrorenal Syndrome
D015840	Oculomotor Nerve Diseases
D018126	Odontodysplasia
D009807	Odontogenic Cysts
D009808	Odontogenic Tumors
D009810	Odontoma
D009814	Oesophagostomiasis
D000857	Olfaction Disorders
D020431	Olfactory Nerve Diseases
D009837	Oligodendroglioma
D016104	Oligohydramnios
D009839	Oligomenorrhea
D009845	Oligospermia
D009846	Oliguria
D009849	Olivopontocerebellar Atrophies
D009855	Onchocerciasis
D015827	Onchocerciasis, Ocular
D054039	Onycholysis
D014009	Onychomycosis
D009869	Oophoritis
D024343	Open Bite
D009878	Ophthalmia Neonatorum
D009879	Ophthalmia, Sympathetic
D009886	Ophthalmoplegia
D017246	Ophthalmoplegia, Chronic Progressive External
D009293	Opioid-Related Disorders
D009889	Opisthorchiasis
D009894	Opportunistic Infections
D053578	Opsoclonus-Myoclonus Syndrome
D015418	Optic Atrophies, Hereditary
D009896	Optic Atrophy
D029241	Optic Atrophy, Autosomal Dominant
D029242	Optic Atrophy, Hereditary, Leber
D015594	Optic Disk Drusen
D009901	Optic Nerve Diseases
D020339	Optic Nerve Glioma
D020221	Optic Nerve Injuries
D019574	Optic Nerve Neoplasms
D009902	Optic Neuritis
D018917	Optic Neuropathy, Ischemic
D016155	Oral Fistula
D006472	Oral Hemorrhage
D009912	Oral Manifestations
D009914	Oral Submucous Fibrosis
D019226	Oral Ulcer
D054517	Orbital Cellulitis
D009916	Orbital Diseases
D009917	Orbital Fractures
D055622	Orbital Myositis
D009918	Orbital Neoplasms
D016727	Orbital Pseudotumor
D009920	Orchitis
D020163	Ornithine Carbamoyltransferase Deficiency Disease
D009957	Oroantral Fistula
D009958	Orofaciodigital Syndromes
D009959	Oropharyngeal Neoplasms
D009976	Orthomyxoviridae Infections
D054971	Orthostatic Intolerance
D017887	Ossification of Posterior Longitudinal Ligament
D009999	Ossification, Heterotopic
D010000	Osteitis
D010001	Osteitis Deformans
D010002	Osteitis Fibrosa Cystica
D010003	Osteoarthritis
D015207	Osteoarthritis, Hip
D020370	Osteoarthritis, Knee
D055013	Osteoarthritis, Spine
D010004	Osteoarthropathy, Primary Hypertrophic
D010005	Osteoarthropathy, Secondary Hypertrophic
D018215	Osteoblastoma
D010007	Osteochondritis
D010008	Osteochondritis Dissecans
D010009	Osteochondrodysplasias
D015831	Osteochondroma
D018216	Osteochondromatosis
D055034	Osteochondrosis
D010013	Osteogenesis Imperfecta
D010014	Osteolysis
D010015	Osteolysis, Essential
D010016	Osteoma
D010017	Osteoma, Osteoid
D010018	Osteomalacia
D010019	Osteomyelitis
D010020	Osteonecrosis
D010022	Osteopetrosis
D054850	Osteophyte
D010023	Osteopoikilosis
D010024	Osteoporosis
D015663	Osteoporosis, Postmenopausal
D058866	Osteoporotic Fractures
D010025	Osteoradionecrosis
D012516	Osteosarcoma
D018217	Osteosarcoma, Juxtacortical
D010026	Osteosclerosis
D010031	Otitis
D010032	Otitis Externa
D010033	Otitis Media
D010034	Otitis Media with Effusion
D010035	Otitis Media, Suppurative
D010039	Otorhinolaryngologic Neoplasms
D010040	Otosclerosis
D058687	Out-of-Hospital Cardiac Arrest
D010048	Ovarian Cysts
D010049	Ovarian Diseases
D016471	Ovarian Hyperstimulation Syndrome
D010051	Ovarian Neoplasms
D057887	Overbite
D044343	Overnutrition
D050090	Ovotesticular Disorders of Sex Development
D010123	Oxyuriasis
D016716	PC12 Cells
D016878	POEMS Syndrome
D053549	Pachyonychia Congenita
D010145	Paget Disease, Extramammary
D010144	Paget's Disease, Mammary
D010146	Pain
D000699	Pain Insensitivity, Congenital
D010148	Pain, Intractable
D010149	Pain, Postoperative
D053591	Pain, Referred
D010157	Palatal Neoplasms
D054975	Pallister-Hall Syndrome
D010178	Pancoast Syndrome
D010181	Pancreatic Cyst
D010182	Pancreatic Diseases
D010185	Pancreatic Fistula
D010190	Pancreatic Neoplasms
D010192	Pancreatic Pseudocyst
D010195	Pancreatitis
D019283	Pancreatitis, Acute Necrotizing
D019512	Pancreatitis, Alcoholic
D050500	Pancreatitis, Chronic
D010198	Pancytopenia
D016584	Panic Disorder
D015434	Panniculitis
D015435	Panniculitis, Lupus Erythematosus
D010201	Panniculitis, Nodular Nonsuppurative
D015436	Panniculitis, Peritoneal
D010202	Panophthalmitis
D006211	Pantothenate Kinase-Associated Neurodegeneration
D015864	Panuveitis
D010211	Papilledema
D010212	Papilloma
D020288	Papilloma, Choroid Plexus
D018300	Papilloma, Intraductal
D018308	Papilloma, Inverted
D030361	Papillomavirus Infections
D010214	Papillon-Lefevre Disease
D010229	Paracoccidioidomycosis
D010235	Paraganglioma
D010236	Paraganglioma, Extra-Adrenal
D010237	Paragonimiasis
D010241	Parakeratosis
D010245	Paralyses, Familial Periodic
D010243	Paralysis
D020513	Paralysis, Hyperkalemic Periodic
D010246	Paralysis, Obstetric
D010249	Parametritis
D018184	Paramyxoviridae Infections
D010254	Paranasal Sinus Diseases
D010255	Paranasal Sinus Neoplasms
D020362	Paraneoplastic Cerebellar Degeneration
D009384	Paraneoplastic Endocrine Syndromes
D020364	Paraneoplastic Polyneuropathy
D010257	Paraneoplastic Syndromes
D020361	Paraneoplastic Syndromes, Nervous System
D010259	Paranoid Disorders
D010260	Paranoid Personality Disorder
D020335	Paraparesis
D020336	Paraparesis, Spastic
D015493	Paraparesis, Tropical Spastic
D010262	Paraphilias
D010263	Paraphimosis
D010264	Paraplegia
D010265	Paraproteinemias
D010267	Parapsoriasis
D018512	Parasitemia
D010273	Parasitic Diseases, Animal
D020447	Parasomnias
D017574	Parasystole
D010279	Parathyroid Diseases
D010282	Parathyroid Neoplasms
D010283	Paratuberculosis
D010284	Paratyphoid Fever
D010291	Paresis
D010292	Paresthesia
D010300	Parkinson Disease
D010301	Parkinson Disease, Postencephalitic
D010302	Parkinson Disease, Secondary
D020734	Parkinsonian Disorders
D010304	Paronychia
D010305	Parotid Diseases
D010307	Parotid Neoplasms
D010309	Parotitis
D010310	Parovarian Cyst
D051302	Paroxysmal Hemicrania
D015868	Pars Planitis
D010322	Parvoviridae Infections
D010324	Passive-Aggressive Personality Disorder
D010326	Pasteurella Infections
D012766	Pasteurellosis, Pneumonic
D031222	Patellar Dislocation
D046788	Patellofemoral Pain Syndrome
D021183	Peanut Hypersensitivity
D010378	Pedophilia
D010381	Pelger-Huet Anomaly
D010382	Peliosis Hepatis
D020371	Pelizaeus-Merzbacher Disease
D010383	Pellagra
D034161	Pelvic Infection
D000292	Pelvic Inflammatory Disease
D010386	Pelvic Neoplasms
D056887	Pelvic Organ Prolapse
D006559	Pemphigoid Gestationis
D010390	Pemphigoid, Benign Mucous Membrane
D010391	Pemphigoid, Bullous
D010392	Pemphigus
D016506	Pemphigus, Benign Familial
D010409	Penile Diseases
D010411	Penile Induration
D010412	Penile Neoplasms
D010437	Peptic Ulcer
D010438	Peptic Ulcer Hemorrhage
D010439	Peptic Ulcer Perforation
D010468	Perceptual Disorders
D057873	Peri-Implantitis
D010482	Periapical Abscess
D010483	Periapical Diseases
D010484	Periapical Granuloma
D010485	Periapical Periodontitis
D010489	Periarthritis
D010490	Pericardial Effusion
D010493	Pericarditis
D010494	Pericarditis, Constrictive
D010495	Pericarditis, Tuberculous
D010497	Pericoronitis
D010501	Perinephritis
D010508	Periodontal Abscess
D017622	Periodontal Attachment Loss
D010509	Periodontal Cyst
D010510	Periodontal Diseases
D010514	Periodontal Pocket
D010518	Periodontitis
D010522	Periostitis
D058729	Peripheral Arterial Disease
D010523	Peripheral Nervous System Diseases
D010524	Peripheral Nervous System Neoplasms
D016491	Peripheral Vascular Diseases
D057068	Periprosthetic Fractures
D010532	Peritoneal Diseases
D010534	Peritoneal Neoplasms
D010538	Peritonitis
D014395	Peritonitis, Tuberculous
D000039	Peritonsillar Abscess
D054973	Perivascular Epithelioid Cell Neoplasms
D054091	Periventricular Nodular Heterotopia
D020427	Peroneal Neuropathies
D018901	Peroxisomal Disorders
D018923	Persian Gulf Syndrome
D010547	Persistent Fetal Circulation Syndrome
D044903	Persistent Hyperinsulinemia Hypoglycemia of Infancy
D054514	Persistent Hyperplastic Primary Vitreous
D018458	Persistent Vegetative State
D010554	Personality Disorders
D029021	Peste-des-Petits-Ruminants
D010580	Peutz-Jeghers Syndrome
D010585	Phagocyte Bactericidal Dysfunction
D010591	Phantom Limb
D010608	Pharyngeal Diseases
D010610	Pharyngeal Neoplasms
D010612	Pharyngitis
D010623	Phencyclidine Abuse
D017042	Phenylketonuria, Maternal
D010661	Phenylketonurias
D010673	Pheochromocytoma
D010688	Phimosis
D010689	Phlebitis
D010217	Phlebotomus Fever
D010698	Phobic Disorders
D010760	Phosphorus Metabolism Disorders
D020795	Photophobia
D010787	Photosensitivity Disorders
D003557	Phyllodes Tumor
D010842	Pica
D020774	Pick Disease of the Brain
D010850	Picornaviridae Infections
D016116	Piebaldism
D010854	Piedra
D010855	Pierre Robin Syndrome
D010859	Pigmentation Disorders
D018296	Pilomatrixoma
D010864	Pilonidal Sinus
D010871	Pinealoma
D010874	Pinta
D055958	Piriformis Muscle Syndrome
D047748	Pituitary ACTH Hypersecretion
D010899	Pituitary Apoplexy
D010900	Pituitary Diseases
D010911	Pituitary Neoplasms
D010915	Pityriasis
D017514	Pityriasis Lichenoides
D017515	Pityriasis Rosea
D010916	Pityriasis Rubra Pilaris
D010921	Placenta Accreta
D010922	Placenta Diseases
D010923	Placenta Previa
D018457	Placenta, Retained
D010927	Placental Insufficiency
D049068	Plagiocephaly, Nonsynostotic
D010930	Plague
D010939	Plant Poisoning
D058225	Plaque, Amyloid
D058226	Plaque, Atherosclerotic
D016726	Plasma Cell Granuloma, Pulmonary
D010954	Plasmacytoma
D010981	Platelet Storage Pool Deficiency
D010985	Platybasia
D010995	Pleural Diseases
D010996	Pleural Effusion
D016066	Pleural Effusion, Malignant
D010997	Pleural Neoplasms
D010998	Pleurisy
D011000	Pleurodynia, Epidemic
D011001	Pleuropneumonia
D011002	Pleuropneumonia, Contagious
D011004	Plummer-Vinson Syndrome
D011006	Pneumatosis Cystoides Intestinalis
D011007	Pneumocephalus
D011008	Pneumococcal Infections
D011009	Pneumoconiosis
D016720	Pneumocystis Infections
D011014	Pneumonia
D045729	Pneumonia of Swine, Mycoplasmal
D011015	Pneumonia, Aspiration
D011016	Pneumonia, Atypical Interstitial, of Cattle
D018410	Pneumonia, Bacterial
D011017	Pneumonia, Lipid
D011019	Pneumonia, Mycoplasma
D011018	Pneumonia, Pneumococcal
D011020	Pneumonia, Pneumocystis
D011021	Pneumonia, Progressive Interstitial, of Sheep
D011023	Pneumonia, Staphylococcal
D053717	Pneumonia, Ventilator-Associated
D011024	Pneumonia, Viral
D011026	Pneumopericardium
D011027	Pneumoperitoneum
D011030	Pneumothorax
D018186	Pneumovirus Infections
D011045	Poland Syndrome
D011051	Poliomyelitis
D011052	Poliomyelitis, Bulbar
D010488	Polyarteritis Nodosa
D011081	Polychondritis, Relapsing
D007690	Polycystic Kidney Diseases
D016891	Polycystic Kidney, Autosomal Dominant
D017044	Polycystic Kidney, Autosomal Recessive
D011085	Polycystic Ovary Syndrome
D011086	Polycythemia
D011087	Polycythemia Vera
D017689	Polydactyly
D016884	Polyendocrinopathies, Autoimmune
D006831	Polyhydramnios
D011111	Polymyalgia Rheumatica
D017285	Polymyositis
D011115	Polyneuropathies
D027601	Polyomavirus Infections
D011127	Polyps
D011129	Polyradiculoneuropathy
D020277	Polyradiculoneuropathy, Chronic Inflammatory Demyelinating
D011128	Polyradiculopathy
D011141	Polyuria
D011151	Popliteal Cyst
D019318	Porcine Reproductive and Respiratory Syndrome
D017499	Porokeratosis
D017119	Porphyria Cutanea Tarda
D017118	Porphyria, Acute Intermittent
D017092	Porphyria, Erythropoietic
D017121	Porphyria, Hepatoerythropoietic
D046350	Porphyria, Variegate
D011164	Porphyrias
D017094	Porphyrias, Hepatic
D019339	Port-Wine Stain
D018467	Positive-Pressure Respiration, Intrinsic
D038223	Post-Concussion Syndrome
D051299	Post-Dural Puncture Headache
D051298	Post-Traumatic Headache
D017562	Postcholecystectomy Syndrome
D054038	Posterior Leukoencephalopathy Syndrome
D037081	Posterior Tibial Tendon Dysfunction
D011178	Postgastrectomy Syndromes
D011180	Postmortem Changes
D011183	Postoperative Complications
D019106	Postoperative Hemorrhage
D020250	Postoperative Nausea and Vomiting
D006473	Postpartum Hemorrhage
D011185	Postpericardiotomy Syndrome
D011186	Postphlebitic Syndrome
D016262	Postpoliomyelitis Syndrome
D054070	Postthrombotic Syndrome
D054972	Postural Orthostatic Tachycardia Syndrome
D011191	Potassium Deficiency
D019449	Pouchitis
D011213	Poxviridae Infections
D011218	Prader-Willi Syndrome
D011225	Pre-Eclampsia
D011226	Pre-Excitation Syndromes
D011227	Pre-Excitation, Mahaim-Type
D011230	Precancerous Conditions
D015452	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma
D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma
D054218	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
D011236	Prediabetic State
D011248	Pregnancy Complications
D011249	Pregnancy Complications, Cardiovascular
D011250	Pregnancy Complications, Hematologic
D011251	Pregnancy Complications, Infectious
D011252	Pregnancy Complications, Neoplastic
D015597	Pregnancy Complications, Parasitic
D011254	Pregnancy in Diabetics
D011269	Pregnancy, Abdominal
D011271	Pregnancy, Ectopic
D011273	Pregnancy, Prolonged
D011274	Pregnancy, Tubal
D058246	Prehypertension
D011289	Preleukemia
D047928	Premature Birth
D011293	Premenstrual Syndrome
D011297	Prenatal Exposure Delayed Effects
D049188	Prenatal Injuries
D011304	Presbycusis
D011305	Presbyopia
D003668	Pressure Ulcer
D011317	Priapism
D054969	Primary Dysautonomias
D055031	Primary Graft Dysfunction
D055728	Primary Myelofibrosis
D016649	Primary Ovarian Insufficiency
D057178	Primary Progressive Nonfluent Aphasia
D017096	Prion Diseases
D011349	Proctitis
D011350	Proctocolitis
D011371	Progeria
D011378	Prognathism
D015175	Prolactinoma
D011391	Prolapse
D056693	Propionic Acidemia
D020238	Prosopagnosia
D011469	Prostatic Diseases
D011470	Prostatic Hyperplasia
D019048	Prostatic Intraepithelial Neoplasia
D011471	Prostatic Neoplasms
D011472	Prostatitis
D011475	Prosthesis Failure
D016459	Prosthesis-Related Infections
D020151	Protein C Deficiency
D011488	Protein Deficiency
D018455	Protein S Deficiency
D011502	Protein-Energy Malnutrition
D011504	Protein-Losing Enteropathies
D011507	Proteinuria
D011512	Proteus Infections
D016715	Proteus Syndrome
D046351	Protoporphyria, Erythropoietic
D011528	Protozoan Infections
D011529	Protozoan Infections, Animal
D011535	Prune Belly Syndrome
D011536	Prurigo
D011537	Pruritus
D011538	Pruritus Ani
D011539	Pruritus Vulvae
D011542	Pseudarthrosis
D020828	Pseudobulbar Palsy
D011546	Pseudohypoaldosteronism
D011547	Pseudohypoparathyroidism
D019310	Pseudolymphoma
D011552	Pseudomonas Infections
D011553	Pseudomyxoma Peritonei
D011556	Pseudopseudohypoparathyroidism
D011557	Pseudorabies
D011559	Pseudotumor Cerebri
D011561	Pseudoxanthoma Elasticum
D009956	Psittacosis
D016659	Psoas Abscess
D011565	Psoriasis
D011595	Psychomotor Agitation
D011596	Psychomotor Disorders
D011604	Psychoses, Alcoholic
D011605	Psychoses, Substance-Induced
D011618	Psychotic Disorders
D011625	Pterygium
D011628	Puberty, Delayed
D011629	Puberty, Precocious
D046548	Pubic Symphysis Diastasis
D011644	Puerperal Disorders
D011645	Puerperal Infection
D011648	Pulmonary Adenomatosis, Ovine
D011649	Pulmonary Alveolar Proteinosis
D055732	Pulmonary Aspergillosis
D001261	Pulmonary Atelectasis
D018633	Pulmonary Atresia
D018202	Pulmonary Blastoma
D029424	Pulmonary Disease, Chronic Obstructive
D011654	Pulmonary Edema
D011655	Pulmonary Embolism
D011656	Pulmonary Emphysema
D011657	Pulmonary Eosinophilia
D011658	Pulmonary Fibrosis
D011660	Pulmonary Heart Disease
D054060	Pulmonary Infarction
D047868	Pulmonary Sclerosing Hemangioma
D011662	Pulmonary Subvalvular Stenosis
D011665	Pulmonary Valve Insufficiency
D011666	Pulmonary Valve Stenosis
D011668	Pulmonary Veno-Occlusive Disease
D011671	Pulpitis
D011681	Pupil Disorders
D054970	Pure Autonomic Failure
D011686	Purine-Pyrimidine Metabolism, Inborn Errors
D011693	Purpura
D055665	Purpura Fulminans
D011694	Purpura, Hyperglobulinemic
D011695	Purpura, Schoenlein-Henoch
D011696	Purpura, Thrombocytopenic
D016553	Purpura, Thrombocytopenic, Idiopathic
D011697	Purpura, Thrombotic Thrombocytopenic
D020146	Putaminal Hemorrhage
D058631	Pycnodysostosis
D011702	Pyelitis
D011704	Pyelonephritis
D011705	Pyelonephritis, Xanthogranulomatous
D011707	Pyloric Stenosis
D046248	Pyloric Stenosis, Hypertrophic
D011711	Pyoderma
D017511	Pyoderma Gangrenosum
D055112	Pyometra
D052880	Pyomyositis
D053018	Pyonephrosis
D015324	Pyruvate Carboxylase Deficiency Disease
D015325	Pyruvate Dehydrogenase Complex Deficiency Disease
D015323	Pyruvate Metabolism, Inborn Errors
D011776	Pyuria
D011778	Q Fever
D011782	Quadriplegia
D020187	REM Sleep Behavior Disorder
D020923	REM Sleep Parasomnias
D012327	RNA Virus Infections
D011818	Rabies
D020425	Radial Neuropathy
D011832	Radiation Injuries
D011833	Radiation Injuries, Experimental
D017564	Radiation Pneumonitis
D011842	Radicular Cyst
D011843	Radiculopathy
D011855	Radiodermatitis
D011885	Radius Fractures
D035583	Rare Diseases
D011906	Rat-Bite Fever
D011928	Raynaud Disease
D019962	Reactive Attachment Disorder
D012002	Rectal Diseases
D012003	Rectal Fistula
D012004	Rectal Neoplasms
D012005	Rectal Prolapse
D020047	Rectocele
D012006	Rectovaginal Fistula
D012010	Red-Cell Aplasia, Pure
D055677	Refeeding Syndrome
D012019	Reflex Sympathetic Dystrophy
D012021	Reflex, Abnormal
D001405	Reflex, Babinski
D012030	Refractive Errors
D012035	Refsum Disease
D057045	Regurgitation, Gastric
D012061	Relapsing Fever
D000608	Renal Aminoacidurias
D012078	Renal Artery Obstruction
D051437	Renal Insufficiency
D051436	Renal Insufficiency, Chronic
D012080	Renal Osteodystrophy
D015499	Renal Tubular Transport, Inborn Errors
D012088	Reoviridae Infections
D015427	Reperfusion Injury
D012120	Respiration Disorders
D053120	Respiratory Aspiration
D012128	Respiratory Distress Syndrome, Adult
D012127	Respiratory Distress Syndrome, Newborn
D012130	Respiratory Hypersensitivity
D012131	Respiratory Insufficiency
D012133	Respiratory Paralysis
D018357	Respiratory Syncytial Virus Infections
D015619	Respiratory System Abnormalities
D016156	Respiratory Tract Fistula
D012141	Respiratory Tract Infections
D012142	Respiratory Tract Neoplasms
D010253	Respirovirus Infections
D012148	Restless Legs Syndrome
D015356	Retinal Artery Occlusion
D012162	Retinal Degeneration
D012163	Retinal Detachment
D012164	Retinal Diseases
D015593	Retinal Drusen
D015792	Retinal Dysplasia
D058499	Retinal Dystrophies
D012166	Retinal Hemorrhage
D015882	Retinal Necrosis Syndrome, Acute
D019572	Retinal Neoplasms
D015861	Retinal Neovascularization
D012167	Retinal Perforations
D058456	Retinal Telangiectasis
D031300	Retinal Vasculitis
D012170	Retinal Vein Occlusion
D012173	Retinitis
D012174	Retinitis Pigmentosa
D012175	Retinoblastoma
D012178	Retinopathy of Prematurity
D041441	Retinoschisis
D019315	Retrobulbar Hemorrhage
D012181	Retrocochlear Diseases
D063173	Retrognathism
D012183	Retrograde Degeneration
D012185	Retroperitoneal Fibrosis
D012186	Retroperitoneal Neoplasms
D017703	Retropharyngeal Abscess
D012188	Retropneumoperitoneum
D012192	Retroviridae Infections
D015518	Rett Syndrome
D012202	Reye Syndrome
D012203	Rh Isoimmunization
D018335	Rhabdoid Tumor
D012206	Rhabdomyolysis
D012207	Rhabdomyoma
D012208	Rhabdomyosarcoma
D018232	Rhabdomyosarcoma, Alveolar
D018233	Rhabdomyosarcoma, Embryonal
D018353	Rhabdoviridae Infections
D012216	Rheumatic Diseases
D012213	Rheumatic Fever
D012214	Rheumatic Heart Disease
D012215	Rheumatic Nodule
D012218	Rheumatoid Nodule
D012220	Rhinitis
D012221	Rhinitis, Allergic, Perennial
D006255	Rhinitis, Allergic, Seasonal
D012222	Rhinitis, Atrophic
D012223	Rhinitis, Vasomotor
D012224	Rhinophyma
D012226	Rhinoscleroma
D012227	Rhinosporidiosis
D012253	Rib Fractures
D012257	Riboflavin Deficiency
D012279	Rickets
D012282	Rickettsia Infections
D012288	Rickettsiaceae Infections
D012295	Rift Valley Fever
D012298	Rigor Mortis
D012301	Rinderpest
D012373	Rocky Mountain Spotted Fever
D029597	Romano-Ward Syndrome
D017213	Root Caries
D012391	Root Resorption
D012393	Rosacea
D019349	Roseolovirus Infections
D012400	Rotavirus Infections
D011038	Rothmund-Thomson Syndrome
D012409	Rubella
D012410	Rubella Syndrome, Congenital
D012415	Rubinstein-Taybi Syndrome
D019351	Rubulavirus Infections
D012421	Rupture
D012422	Rupture, Spontaneous
D050798	SUNCT Syndrome
D058566	Sacroiliitis
D012448	Sadism
D020225	Sagittal Sinus Thrombosis
D012465	Salivary Duct Calculi
D015494	Salivary Gland Calculi
D012466	Salivary Gland Diseases
D012467	Salivary Gland Fistula
D012468	Salivary Gland Neoplasms
D012478	Salmonella Food Poisoning
D012480	Salmonella Infections
D012481	Salmonella Infections, Animal
D012488	Salpingitis
D012497	Sandhoff Disease
D012523	Sarcocystosis
D012507	Sarcoidosis
D017565	Sarcoidosis, Pulmonary
D012509	Sarcoma
D012510	Sarcoma 180
D012511	Sarcoma 37
D018234	Sarcoma, Alveolar Soft Part
D001357	Sarcoma, Avian
D018227	Sarcoma, Clear Cell
D018203	Sarcoma, Endometrial Stromal
D012512	Sarcoma, Ewing's
D012513	Sarcoma, Experimental
D012514	Sarcoma, Kaposi
D023981	Sarcoma, Myeloid
D018228	Sarcoma, Small Cell
D013584	Sarcoma, Synovial
D012517	Sarcoma, Yoshida
D055948	Sarcopenia
D012532	Scabies
D012536	Scalp Dermatoses
D012541	Scarlet Fever
D012544	Scheuermann Disease
D012552	Schistosomiasis
D012553	Schistosomiasis haematobia
D012554	Schistosomiasis japonica
D012555	Schistosomiasis mansoni
D012557	Schizoid Personality Disorder
D012559	Schizophrenia
D012560	Schizophrenia, Catatonic
D012561	Schizophrenia, Childhood
D012562	Schizophrenia, Disorganized
D012563	Schizophrenia, Paranoid
D012569	Schizotypal Personality Disorder
D019873	Schnitzler Syndrome
D020426	Sciatic Neuropathy
D012585	Sciatica
D012587	Scimitar Syndrome
D015422	Scleral Diseases
D012592	Scleredema Adultorum
D012593	Sclerema Neonatorum
D015423	Scleritis
D045743	Scleroderma, Diffuse
D045745	Scleroderma, Limited
D012594	Scleroderma, Localized
D012595	Scleroderma, Systemic
D053718	Scleromyxedema
D012598	Sclerosis
D012600	Scoliosis
D012607	Scotoma
D012608	Scrapie
D012612	Scrub Typhus
D012614	Scurvy
D012618	Sea-Blue Histiocyte Syndrome
D016574	Seasonal Affective Disorder
D012626	Sebaceous Gland Neoplasms
D012640	Seizures
D003294	Seizures, Febrile
D012652	Self Mutilation
D018239	Seminoma
D012678	Sensation Disorders
D018805	Sepsis
D025962	Septo-Optic Dysplasia
D049291	Seroma
D012700	Serositis
D020230	Serotonin Syndrome
D016868	Serratia Infections
D012707	Sertoli Cell Tumor
D054331	Sertoli Cell-Only Syndrome
D018310	Sertoli-Leydig Cell Tumor
D012713	Serum Sickness
D045169	Severe Acute Respiratory Syndrome
D016511	Severe Combined Immunodeficiency
D012729	Sex Chromosome Aberrations
D025064	Sex Chromosome Disorders
D018312	Sex Cord-Gonadal Stromal Tumors
D012735	Sexual Dysfunction, Physiological
D020018	Sexual Dysfunctions, Psychological
D050035	Sexual Infantilism
D019968	Sexual and Gender Disorders
D012749	Sexually Transmitted Diseases
D015231	Sexually Transmitted Diseases, Bacterial
D015229	Sexually Transmitted Diseases, Viral
