MeSH Disease ID	MeSH Disease Term	MeSH Symptom ID	MeSH Symptom Term	TFIDF score	PubMed occurrence
D011666	Pulmonary Valve Stenosis	D005316	Fetal Distress	2.588451638247058	1
D011666	Pulmonary Valve Stenosis	D005335	Fever of Unknown Origin	1.4731549166710445	1
D011666	Pulmonary Valve Stenosis	D006311	Hearing Disorders	1.4700331499131865	2
D011666	Pulmonary Valve Stenosis	D034381	Hearing Loss	0.8035505446228293	1
D011666	Pulmonary Valve Stenosis	D006337	Heart Murmurs	73.26593107455159	31
D011666	Pulmonary Valve Stenosis	D006469	Hemoptysis	3.394148727073833	2
D011666	Pulmonary Valve Stenosis	D015160	Hydrops Fetalis	4.682000505045212	2
D011666	Pulmonary Valve Stenosis	D006985	Hyperventilation	2.1051301466691736	1
D011666	Pulmonary Valve Stenosis	D008607	Mental Retardation	24.44706046996329	27
D011666	Pulmonary Valve Stenosis	D009123	Muscle Hypotonia	1.6565111347057753	1
D011666	Pulmonary Valve Stenosis	D011537	Pruritus	1.4659421084818036	1
D011666	Pulmonary Valve Stenosis	D012877	Skin Manifestations	1.224714436203115	2
D011666	Pulmonary Valve Stenosis	D013575	Syncope	4.4726742825892565	3
D011666	Pulmonary Valve Stenosis	D054160	Systolic Murmurs	9.826732415278382	2
D011666	Pulmonary Valve Stenosis	D015430	Weight Gain	1.4866897406760522	1
D017564	Radiation Pneumonitis	D001835	Body Weight	0.34298784714476505	1
D017564	Radiation Pneumonitis	D004417	Dyspnea	5.026108407698086	5
D017564	Radiation Pneumonitis	D004487	Edema	0.5958780941028821	1
D017564	Radiation Pneumonitis	D006261	Headache	0.8845642547118906	1
D017564	Radiation Pneumonitis	D006469	Hemoptysis	5.091223090610749	3
D017564	Radiation Pneumonitis	D019584	Hot Flashes	3.4057109895150344	1
D017564	Radiation Pneumonitis	D009325	Nausea	1.1387530741641398	1
D017564	Radiation Pneumonitis	D012135	Respiratory Sounds	1.6392693282712694	1
D017564	Radiation Pneumonitis	D015430	Weight Gain	1.4866897406760522	1
D011928	Raynaud Disease	D000419	Albuminuria	2.0650866652283315	1
D011928	Raynaud Disease	D000647	Amnesia	2.1714861420185776	1
D011928	Raynaud Disease	D000787	Angina Pectoris	11.621466981526856	8
D011928	Raynaud Disease	D000788	Angina Pectoris, Variant	32.659490471398755	10
D011928	Raynaud Disease	D000860	Anoxia	3.0059657151224104	3
D011928	Raynaud Disease	D018771	Arthralgia	7.386500001631067	5
D011928	Raynaud Disease	D001724	Birth Weight	1.4071309430046999	1
D011928	Raynaud Disease	D001766	Blindness	1.0981383550099495	1
D011928	Raynaud Disease	D001835	Body Weight	1.028963541434295	3
D011928	Raynaud Disease	D002100	Cachexia	1.9947240158047723	1
D011928	Raynaud Disease	D002637	Chest Pain	1.0995608303564923	1
D011928	Raynaud Disease	D003248	Constipation	1.5939154935265591	1
D011928	Raynaud Disease	D003490	Cyanosis	61.019335563335325	35
D011928	Raynaud Disease	D003638	Deafness	1.2285271630622612	1
D011928	Raynaud Disease	D004244	Dizziness	1.3424714224114789	1
D011928	Raynaud Disease	D004401	Dysarthria	2.0265851178737564	1
D011928	Raynaud Disease	D004415	Dyspepsia	2.082052199386629	1
D011928	Raynaud Disease	D004417	Dyspnea	4.020886726158468	4
D011928	Raynaud Disease	D004487	Edema	3.5752685646172924	6
D011928	Raynaud Disease	D005132	Eye Manifestations	1.5078769738954958	1
D011928	Raynaud Disease	D005221	Fatigue	1.1380131555214292	1
D011928	Raynaud Disease	D005334	Fever	0.6189376322832968	1
D011928	Raynaud Disease	D005335	Fever of Unknown Origin	1.4731549166710445	1
D011928	Raynaud Disease	D005483	Flushing	2.6140121352265933	1
D011928	Raynaud Disease	D006261	Headache	3.5382570188475624	4
D011928	Raynaud Disease	D006311	Hearing Disorders	2.940066299826373	4
D011928	Raynaud Disease	D034381	Hearing Loss	1.6071010892456583	2
D011928	Raynaud Disease	D006317	Hearing Loss, Noise-Induced	19.16437090575936	6
D011928	Raynaud Disease	D006396	Hematemesis	2.0858617278032967	1
D011928	Raynaud Disease	D006429	Hemiplegia	1.2946323628920158	1
D011928	Raynaud Disease	D006456	Hemoglobinuria	2.8835216070987286	1
D011928	Raynaud Disease	D006628	Hirsutism	2.483722236526241	1
D011928	Raynaud Disease	D006732	Horner Syndrome	4.419252716076209	2
D011928	Raynaud Disease	D006941	Hyperesthesia	2.694864231855688	1
D011928	Raynaud Disease	D006942	Hypergammaglobulinemia	10.074750982241614	6
D011928	Raynaud Disease	D006985	Hyperventilation	2.1051301466691736	1
D011928	Raynaud Disease	D006987	Hypesthesia	8.609805220581912	5
D011928	Raynaud Disease	D018476	Hypokinesia	2.879293270989208	1
D011928	Raynaud Disease	D007040	Hypoventilation	2.5213533047438883	1
D011928	Raynaud Disease	D007383	Intermittent Claudication	26.61963842476552	12
D011928	Raynaud Disease	D054068	Livedo Reticularis	4.098858170074981	1
D011928	Raynaud Disease	D017116	Low Back Pain	1.5904210228767852	1
D011928	Raynaud Disease	D009127	Muscle Rigidity	4.803865607035527	2
D011928	Raynaud Disease	D018908	Muscle Weakness	0.992991081702862	1
D011928	Raynaud Disease	D009133	Muscular Atrophy	1.460821769593828	1
D011928	Raynaud Disease	D009325	Nausea	1.1387530741641398	1
D011928	Raynaud Disease	D009437	Neuralgia	6.153256424325438	4
D011928	Raynaud Disease	D009461	Neurologic Manifestations	0.13988282635066876	2
D011928	Raynaud Disease	D009912	Oral Manifestations	3.7315525656958153	2
D011928	Raynaud Disease	D010146	Pain	11.199148093445165	34
D011928	Raynaud Disease	D010148	Pain, Intractable	1.992983371326988	1
D011928	Raynaud Disease	D010167	Pallor	14.140676227007685	4
D011928	Raynaud Disease	D010243	Paralysis	0.4844713774828484	1
D011928	Raynaud Disease	D010292	Paresthesia	25.8023447768458	19
D011928	Raynaud Disease	D011507	Proteinuria	4.995911094134208	4
D011928	Raynaud Disease	D011537	Pruritus	4.397826325445411	3
D011928	Raynaud Disease	D011596	Psychomotor Disorders	1.3316409916371097	1
D011928	Raynaud Disease	D011602	Psychophysiologic Disorders	4.447516902460435	3
D011928	Raynaud Disease	D011693	Purpura	5.3160930296456685	5
D011928	Raynaud Disease	D011694	Purpura, Hyperglobulinemic	11.023573732987296	3
D011928	Raynaud Disease	D011696	Purpura, Thrombocytopenic	1.4149055205518302	1
D011928	Raynaud Disease	D016553	Purpura, Thrombocytopenic, Idiopathic	1.9338944549569816	1
D011928	Raynaud Disease	D011697	Purpura, Thrombotic Thrombocytopenic	2.1840386080896974	1
D011928	Raynaud Disease	D012021	Reflex, Abnormal	2.8142618860093997	2
D011928	Raynaud Disease	D012133	Respiratory Paralysis	2.4894202576408797	1
D011928	Raynaud Disease	D012640	Seizures	3.380667702085656	4
D011928	Raynaud Disease	D012678	Sensation Disorders	1.3732876170865589	4
D011928	Raynaud Disease	D012877	Skin Manifestations	2.44942887240623	4
D011928	Raynaud Disease	D012893	Sleep Disorders	1.4929989098693168	1
D011928	Raynaud Disease	D013035	Spasm	34.18193678906439	25
D011928	Raynaud Disease	D013064	Speech Disorders	1.1529165610240042	1
D011928	Raynaud Disease	D013746	Tetany	2.3812066730006465	1
D011928	Raynaud Disease	D014012	Tinnitus	7.896134490189303	4
D011928	Raynaud Disease	D014202	Tremor	3.4787055736565042	2
D011928	Raynaud Disease	D014474	Unconsciousness	0.9279728292056466	1
D011928	Raynaud Disease	D014786	Vision Disorders	1.3269788637358182	2
D011928	Raynaud Disease	D015431	Weight Loss	1.0000537113811745	1
D012120	Respiration Disorders	D017109	Akathisia, Drug-Induced	3.110911449294389	1
D012120	Respiration Disorders	D000787	Angina Pectoris	4.358050118072572	3
D012120	Respiration Disorders	D015875	Anisocoria	3.3501411383602235	1
D012120	Respiration Disorders	D000860	Anoxia	90.17897145367232	90
D012120	Respiration Disorders	D001049	Apnea	93.82769541708684	50
D012120	Respiration Disorders	D001072	Apraxias	2.3837740685058924	1
D012120	Respiration Disorders	D001259	Ataxia	6.0982985638847005	5
D012120	Respiration Disorders	D001416	Back Pain	1.1469285191793817	1
D012120	Respiration Disorders	D001724	Birth Weight	12.664178487042301	9
D012120	Respiration Disorders	D001766	Blindness	3.294415065029849	3
D012120	Respiration Disorders	D001835	Body Weight	1.3719513885790602	4
D012120	Respiration Disorders	D002100	Cachexia	1.9947240158047723	1
D012120	Respiration Disorders	D002303	Cardiac Output, Low	4.285591299111297	2
D012120	Respiration Disorders	D002524	Cerebellar Ataxia	11.961499360704726	7
D012120	Respiration Disorders	D002637	Chest Pain	5.497804151782463	5
D012120	Respiration Disorders	D002639	Cheyne-Stokes Respiration	221.90721585953227	61
D012120	Respiration Disorders	D003085	Colic	4.269494632745641	2
D012120	Respiration Disorders	D003128	Coma	6.5604240642162095	5
D012120	Respiration Disorders	D003221	Confusion	1.5089482112769952	1
D012120	Respiration Disorders	D003244	Consciousness Disorders	3.50851710489749	4
D012120	Respiration Disorders	D003248	Constipation	1.5939154935265591	1
D012120	Respiration Disorders	D003371	Cough	94.66049887893593	72
D012120	Respiration Disorders	D003490	Cyanosis	22.664324637810264	13
D012120	Respiration Disorders	D003655	Decerebrate State	8.834028090756178	3
D012120	Respiration Disorders	D003967	Diarrhea	0.9231881310823103	1
D012120	Respiration Disorders	D004172	Diplopia	1.6441652988834758	1
D012120	Respiration Disorders	D004401	Dysarthria	6.07975535362127	3
D012120	Respiration Disorders	D004417	Dyspnea	59.308079210837406	59
D012120	Respiration Disorders	D004421	Dystonia	6.144436134092183	4
D012120	Respiration Disorders	D004487	Edema	1.7876342823086462	3
D012120	Respiration Disorders	D005157	Facial Pain	1.9723285922962424	1
D012120	Respiration Disorders	D005221	Fatigue	12.518144710735722	11
D012120	Respiration Disorders	D005316	Fetal Distress	2.588451638247058	1
D012120	Respiration Disorders	D005334	Fever	4.951501058266373	8
D012120	Respiration Disorders	D005335	Fever of Unknown Origin	2.9463098333420885	2
D012120	Respiration Disorders	D018589	Gastroparesis	3.2974974048748016	1
D012120	Respiration Disorders	D006212	Hallucinations	3.4465763686488904	2
D012120	Respiration Disorders	D006261	Headache	2.653692764135672	3
D012120	Respiration Disorders	D006311	Hearing Disorders	0.7350165749565932	1
D012120	Respiration Disorders	D006429	Hemiplegia	2.5892647257840316	2
D012120	Respiration Disorders	D006469	Hemoptysis	10.182446181221499	6
D012120	Respiration Disorders	D006606	Hiccup	2.953725865771977	1
D012120	Respiration Disorders	D006685	Hoarseness	2.2161269226411977	1
D012120	Respiration Disorders	D006732	Horner Syndrome	2.2096263580381046	1
D012120	Respiration Disorders	D006935	Hypercapnia	67.5514823014603	32
D012120	Respiration Disorders	D018496	Hyperoxia	2.9491907106065858	1
D012120	Respiration Disorders	D006985	Hyperventilation	50.52312352006017	24
D012120	Respiration Disorders	D016857	Hypocapnia	6.741239339407529	2
D012120	Respiration Disorders	D007035	Hypothermia	1.9454362153971527	1
D012120	Respiration Disorders	D007040	Hypoventilation	47.90571279013388	19
D012120	Respiration Disorders	D053609	Lethargy	3.4953231482047213	1
D012120	Respiration Disorders	D008607	Mental Retardation	19.919827049599714	22
D012120	Respiration Disorders	D009058	Mouth Breathing	16.14679799853792	5
D012120	Respiration Disorders	D009123	Muscle Hypotonia	16.56511134705775	10
D012120	Respiration Disorders	D009127	Muscle Rigidity	7.205798410553291	3
D012120	Respiration Disorders	D009128	Muscle Spasticity	5.181840616781948	3
D012120	Respiration Disorders	D018908	Muscle Weakness	4.964955408514309	5
D012120	Respiration Disorders	D009133	Muscular Atrophy	2.9216435391876563	2
D012120	Respiration Disorders	D009207	Myoclonus	5.325212608290993	3
D012120	Respiration Disorders	D009325	Nausea	1.1387530741641398	1
D012120	Respiration Disorders	D019547	Neck Pain	3.9175840131574176	2
D012120	Respiration Disorders	D009461	Neurologic Manifestations	0.06994141317533438	1
D012120	Respiration Disorders	D009765	Obesity	27.47427050397705	33
D012120	Respiration Disorders	D009767	Obesity, Morbid	5.2588198571236795	3
D012120	Respiration Disorders	D009846	Oliguria	5.2280242704531865	2
D012120	Respiration Disorders	D009886	Ophthalmoplegia	1.3298472691830825	1
D012120	Respiration Disorders	D050177	Overweight	0.8238720995508412	1
D012120	Respiration Disorders	D010146	Pain	7.246507589876282	22
D012120	Respiration Disorders	D010149	Pain, Postoperative	18.45640854493105	11
D012120	Respiration Disorders	D010167	Pallor	7.070338113503842	2
D012120	Respiration Disorders	D010243	Paralysis	0.9689427549656968	2
D012120	Respiration Disorders	D018458	Persistent Vegetative State	3.095079984077709	1
D012120	Respiration Disorders	D011507	Proteinuria	1.248977773533552	1
D012120	Respiration Disorders	D011537	Pruritus	1.4659421084818036	1
D012120	Respiration Disorders	D011596	Psychomotor Disorders	1.3316409916371097	1
D012120	Respiration Disorders	D011602	Psychophysiologic Disorders	8.89503380492087	6
D012120	Respiration Disorders	D011681	Pupil Disorders	1.7461232933954625	1
D012120	Respiration Disorders	D011782	Quadriplegia	17.798815703417326	13
D012120	Respiration Disorders	D012021	Reflex, Abnormal	2.8142618860093997	2
D012120	Respiration Disorders	D012133	Respiratory Paralysis	17.425941803486154	7
D012120	Respiration Disorders	D012135	Respiratory Sounds	149.17350887268552	91
D012120	Respiration Disorders	D012640	Seizures	9.296836180735555	11
D012120	Respiration Disorders	D012892	Sleep Deprivation	2.5759122889943233	1
D012120	Respiration Disorders	D012893	Sleep Disorders	97.04492914150559	65
D012120	Respiration Disorders	D012912	Sneezing	3.356920825345602	1
D012120	Respiration Disorders	D012913	Snoring	55.20209507448178	20
D012120	Respiration Disorders	D020886	Somatosensory Disorders	1.0455310699864064	1
D012120	Respiration Disorders	D013035	Spasm	2.734554943125151	2
D012120	Respiration Disorders	D013064	Speech Disorders	3.4587496830720124	3
D012120	Respiration Disorders	D013494	Supranuclear Palsy, Progressive	3.0341474330825515	1
D012120	Respiration Disorders	D013575	Syncope	8.945348565178511	6
D012120	Respiration Disorders	D014012	Tinnitus	1.9740336225473258	1
D012120	Respiration Disorders	D014202	Tremor	1.7393527868282521	1
D012120	Respiration Disorders	D014313	Trismus	2.597960426216085	1
D012120	Respiration Disorders	D014474	Unconsciousness	4.639864146028233	5
D012120	Respiration Disorders	D014549	Urinary Incontinence	3.2350586832697266	2
D012120	Respiration Disorders	D014826	Vocal Cord Paralysis	3.9755590869039215	2
D012120	Respiration Disorders	D014839	Vomiting	3.37405066170155	4
D012120	Respiration Disorders	D015430	Weight Gain	2.9733794813521044	2
D012120	Respiration Disorders	D015431	Weight Loss	6.000322268287047	6
D012128	Respiratory Distress Syndrome, Adult	D000006	Abdomen, Acute	2.8752002609590566	2
D012128	Respiratory Distress Syndrome, Adult	D015746	Abdominal Pain	1.6969673562948158	2
D012128	Respiratory Distress Syndrome, Adult	D000419	Albuminuria	10.32543332614166	5
D012128	Respiratory Distress Syndrome, Adult	D000787	Angina Pectoris	1.4526833726908572	1
D012128	Respiratory Distress Syndrome, Adult	D000860	Anoxia	245.4872000683302	245
D012128	Respiratory Distress Syndrome, Adult	D001049	Apnea	7.506215633366947	4
D012128	Respiratory Distress Syndrome, Adult	D001416	Back Pain	1.1469285191793817	1
D012128	Respiratory Distress Syndrome, Adult	D001766	Blindness	2.1962767100198994	2
D012128	Respiratory Distress Syndrome, Adult	D001835	Body Weight	9.946647567198184	29
D012128	Respiratory Distress Syndrome, Adult	D002303	Cardiac Output, Low	23.570752145112127	11
D012128	Respiratory Distress Syndrome, Adult	D002637	Chest Pain	3.298682491069478	3
D012128	Respiratory Distress Syndrome, Adult	D003128	Coma	18.36918737980539	14
D012128	Respiratory Distress Syndrome, Adult	D003221	Confusion	3.0178964225539904	2
D012128	Respiratory Distress Syndrome, Adult	D003244	Consciousness Disorders	0.8771292762243725	1
D012128	Respiratory Distress Syndrome, Adult	D003248	Constipation	4.7817464805796766	3
D012128	Respiratory Distress Syndrome, Adult	D003371	Cough	10.51783320877066	8
D012128	Respiratory Distress Syndrome, Adult	D003490	Cyanosis	5.230228762571599	3
D012128	Respiratory Distress Syndrome, Adult	D003638	Deafness	1.2285271630622612	1
D012128	Respiratory Distress Syndrome, Adult	D003693	Delirium	2.083955149532715	1
D012128	Respiratory Distress Syndrome, Adult	D003967	Diarrhea	1.8463762621646207	2
D012128	Respiratory Distress Syndrome, Adult	D004417	Dyspnea	39.20364558004507	39
D012128	Respiratory Distress Syndrome, Adult	D004421	Dystonia	4.608327100569137	3
D012128	Respiratory Distress Syndrome, Adult	D004433	Earache	2.8179243246129158	1
D012128	Respiratory Distress Syndrome, Adult	D004487	Edema	17.87634282308646	30
D012128	Respiratory Distress Syndrome, Adult	D004688	Encopresis	3.8040586298543353	1
D012128	Respiratory Distress Syndrome, Adult	D005207	Fasciculation	3.074353853560592	1
D012128	Respiratory Distress Syndrome, Adult	D005221	Fatigue	3.4140394665642875	3
D012128	Respiratory Distress Syndrome, Adult	D005316	Fetal Distress	2.588451638247058	1
D012128	Respiratory Distress Syndrome, Adult	D005311	Fetal Hypoxia	2.7342253057362687	1
D012128	Respiratory Distress Syndrome, Adult	D005334	Fever	17.949191336215605	29
D012128	Respiratory Distress Syndrome, Adult	D005335	Fever of Unknown Origin	4.419464750013133	3
D012128	Respiratory Distress Syndrome, Adult	D006261	Headache	0.8845642547118906	1
D012128	Respiratory Distress Syndrome, Adult	D006469	Hemoptysis	16.970743635369168	10
D012128	Respiratory Distress Syndrome, Adult	D006685	Hoarseness	2.2161269226411977	1
D012128	Respiratory Distress Syndrome, Adult	D006732	Horner Syndrome	2.2096263580381046	1
D012128	Respiratory Distress Syndrome, Adult	D006935	Hypercapnia	257.54002627431737	122
D012128	Respiratory Distress Syndrome, Adult	D018496	Hyperoxia	91.42491202880414	31
D012128	Respiratory Distress Syndrome, Adult	D006985	Hyperventilation	18.946171320022565	9
D012128	Respiratory Distress Syndrome, Adult	D006987	Hypesthesia	1.7219610441163826	1
D012128	Respiratory Distress Syndrome, Adult	D016857	Hypocapnia	10.111859009111294	3
D012128	Respiratory Distress Syndrome, Adult	D007035	Hypothermia	7.781744861588613	4
D012128	Respiratory Distress Syndrome, Adult	D007040	Hypoventilation	15.12811982846333	6
D012128	Respiratory Distress Syndrome, Adult	D008569	Memory Disorders	1.4679976076638996	1
D012128	Respiratory Distress Syndrome, Adult	D008607	Mental Retardation	2.7163400522181433	3
D012128	Respiratory Distress Syndrome, Adult	D051346	Mobility Limitation	2.76385710334264	1
D012128	Respiratory Distress Syndrome, Adult	D009058	Mouth Breathing	3.229359599707584	1
D012128	Respiratory Distress Syndrome, Adult	D009127	Muscle Rigidity	2.4019328035177634	1
D012128	Respiratory Distress Syndrome, Adult	D018908	Muscle Weakness	15.887857307245795	16
D012128	Respiratory Distress Syndrome, Adult	D009207	Myoclonus	1.775070869430331	1
D012128	Respiratory Distress Syndrome, Adult	D009325	Nausea	1.1387530741641398	1
D012128	Respiratory Distress Syndrome, Adult	D009461	Neurologic Manifestations	0.06994141317533438	1
D012128	Respiratory Distress Syndrome, Adult	D009765	Obesity	10.823197471263683	13
D012128	Respiratory Distress Syndrome, Adult	D009767	Obesity, Morbid	5.2588198571236795	3
D012128	Respiratory Distress Syndrome, Adult	D009846	Oliguria	5.2280242704531865	2
D012128	Respiratory Distress Syndrome, Adult	D010146	Pain	1.9763202517844407	6
D012128	Respiratory Distress Syndrome, Adult	D010148	Pain, Intractable	1.992983371326988	1
D012128	Respiratory Distress Syndrome, Adult	D010149	Pain, Postoperative	5.033565966799379	3
D012128	Respiratory Distress Syndrome, Adult	D010243	Paralysis	4.844713774828484	10
D012128	Respiratory Distress Syndrome, Adult	D010264	Paraplegia	2.554958567331533	2
D012128	Respiratory Distress Syndrome, Adult	D010291	Paresis	3.8632073514988665	3
D012128	Respiratory Distress Syndrome, Adult	D010292	Paresthesia	1.358018146149779	1
D012128	Respiratory Distress Syndrome, Adult	D011507	Proteinuria	2.497955547067104	2
D012128	Respiratory Distress Syndrome, Adult	D011693	Purpura	2.1264372118582675	2
D012128	Respiratory Distress Syndrome, Adult	D016553	Purpura, Thrombocytopenic, Idiopathic	1.9338944549569816	1
D012128	Respiratory Distress Syndrome, Adult	D011697	Purpura, Thrombotic Thrombocytopenic	21.840386080896973	10
D012128	Respiratory Distress Syndrome, Adult	D011782	Quadriplegia	2.7382793389872804	2
D012128	Respiratory Distress Syndrome, Adult	D012021	Reflex, Abnormal	1.4071309430046999	1
D012128	Respiratory Distress Syndrome, Adult	D053120	Respiratory Aspiration	23.310515027165906	7
D012128	Respiratory Distress Syndrome, Adult	D012133	Respiratory Paralysis	9.957681030563515	4
D012128	Respiratory Distress Syndrome, Adult	D012135	Respiratory Sounds	11.474885297898885	7
D012128	Respiratory Distress Syndrome, Adult	D012640	Seizures	5.916168478649897	7
D012128	Respiratory Distress Syndrome, Adult	D012892	Sleep Deprivation	2.5759122889943233	1
D012128	Respiratory Distress Syndrome, Adult	D012893	Sleep Disorders	1.4929989098693168	1
D012128	Respiratory Distress Syndrome, Adult	D014313	Trismus	2.597960426216085	1
D012128	Respiratory Distress Syndrome, Adult	D014474	Unconsciousness	1.8559456584112928	2
D012128	Respiratory Distress Syndrome, Adult	D014826	Vocal Cord Paralysis	3.9755590869039215	2
D012128	Respiratory Distress Syndrome, Adult	D014839	Vomiting	0.8435126654253875	1
D012128	Respiratory Distress Syndrome, Adult	D015430	Weight Gain	5.946758962704209	4
D012128	Respiratory Distress Syndrome, Adult	D015431	Weight Loss	4.000214845524699	4
D012127	Respiratory Distress Syndrome, Newborn	D015746	Abdominal Pain	0.8484836781474079	1
D012127	Respiratory Distress Syndrome, Newborn	D000860	Anoxia	131.2605028936786	131
D012127	Respiratory Distress Syndrome, Newborn	D001049	Apnea	108.84012668382074	58
D012127	Respiratory Distress Syndrome, Newborn	D001072	Apraxias	2.3837740685058924	1
D012127	Respiratory Distress Syndrome, Newborn	D001259	Ataxia	1.2196597127769402	1
D012127	Respiratory Distress Syndrome, Newborn	D001264	Athetosis	2.5821623093394943	1
D012127	Respiratory Distress Syndrome, Newborn	D001724	Birth Weight	495.31009193765436	352
D012127	Respiratory Distress Syndrome, Newborn	D001766	Blindness	4.392553420039799	4
D012127	Respiratory Distress Syndrome, Newborn	D001835	Body Weight	14.062501732935365	41
D012127	Respiratory Distress Syndrome, Newborn	D002303	Cardiac Output, Low	6.428386948666946	3
D012127	Respiratory Distress Syndrome, Newborn	D002524	Cerebellar Ataxia	1.7087856229578182	1
D012127	Respiratory Distress Syndrome, Newborn	D002819	Chorea	1.992983371326988	1
D012127	Respiratory Distress Syndrome, Newborn	D003371	Cough	7.888374906577994	6
D012127	Respiratory Distress Syndrome, Newborn	D003490	Cyanosis	54.04569721323986	31
D012127	Respiratory Distress Syndrome, Newborn	D003655	Decerebrate State	2.9446760302520585	1
D012127	Respiratory Distress Syndrome, Newborn	D003967	Diarrhea	0.9231881310823103	1
D012127	Respiratory Distress Syndrome, Newborn	D004417	Dyspnea	8.041773452316937	8
D012127	Respiratory Distress Syndrome, Newborn	D004487	Edema	10.129927599748996	17
D012127	Respiratory Distress Syndrome, Newborn	D005132	Eye Manifestations	1.5078769738954958	1
D012127	Respiratory Distress Syndrome, Newborn	D005158	Facial Paralysis	2.714193823260916	2
D012127	Respiratory Distress Syndrome, Newborn	D005316	Fetal Distress	28.47296802071764	11
D012127	Respiratory Distress Syndrome, Newborn	D005311	Fetal Hypoxia	43.7476048917803	16
D012127	Respiratory Distress Syndrome, Newborn	D005320	Fetal Macrosomia	10.010154354084248	3
D012127	Respiratory Distress Syndrome, Newborn	D005334	Fever	1.8568128968498905	3
D012127	Respiratory Distress Syndrome, Newborn	D005414	Flatulence	6.275734518565836	2
D012127	Respiratory Distress Syndrome, Newborn	D006311	Hearing Disorders	1.4700331499131865	2
D012127	Respiratory Distress Syndrome, Newborn	D006312	Hearing Loss, Bilateral	2.2117885210426	1
D012127	Respiratory Distress Syndrome, Newborn	D006317	Hearing Loss, Noise-Induced	3.1940618176265603	1
D012127	Respiratory Distress Syndrome, Newborn	D006319	Hearing Loss, Sensorineural	2.429711720928589	2
D012127	Respiratory Distress Syndrome, Newborn	D006337	Heart Murmurs	9.453668525748594	4
D012127	Respiratory Distress Syndrome, Newborn	D006429	Hemiplegia	1.2946323628920158	1
D012127	Respiratory Distress Syndrome, Newborn	D006469	Hemoptysis	5.091223090610749	3
D012127	Respiratory Distress Syndrome, Newborn	D006732	Horner Syndrome	2.2096263580381046	1
D012127	Respiratory Distress Syndrome, Newborn	D015160	Hydrops Fetalis	4.682000505045212	2
D012127	Respiratory Distress Syndrome, Newborn	D006935	Hypercapnia	40.10869261649205	19
D012127	Respiratory Distress Syndrome, Newborn	D018496	Hyperoxia	2.9491907106065858	1
D012127	Respiratory Distress Syndrome, Newborn	D006985	Hyperventilation	6.315390440007521	3
D012127	Respiratory Distress Syndrome, Newborn	D016857	Hypocapnia	13.482478678815058	4
D012127	Respiratory Distress Syndrome, Newborn	D007035	Hypothermia	15.563489723177225	8
D012127	Respiratory Distress Syndrome, Newborn	D007040	Hypoventilation	12.606766523719445	5
D012127	Respiratory Distress Syndrome, Newborn	D007565	Jaundice	1.4547117709522501	1
D012127	Respiratory Distress Syndrome, Newborn	D007805	Language Development Disorders	4.9731343773169465	2
D012127	Respiratory Distress Syndrome, Newborn	D007859	Learning Disorders	1.7353123772912469	1
D012127	Respiratory Distress Syndrome, Newborn	D053609	Lethargy	3.4953231482047213	1
D012127	Respiratory Distress Syndrome, Newborn	D008607	Mental Retardation	8.149020156654428	9
D012127	Respiratory Distress Syndrome, Newborn	D009123	Muscle Hypotonia	9.939066808234653	6
D012127	Respiratory Distress Syndrome, Newborn	D009127	Muscle Rigidity	2.4019328035177634	1
D012127	Respiratory Distress Syndrome, Newborn	D009128	Muscle Spasticity	3.4545604111879653	2
D012127	Respiratory Distress Syndrome, Newborn	D018908	Muscle Weakness	0.992991081702862	1
D012127	Respiratory Distress Syndrome, Newborn	D009133	Muscular Atrophy	7.30410884796914	5
D012127	Respiratory Distress Syndrome, Newborn	D009461	Neurologic Manifestations	0.3497070658766719	5
D012127	Respiratory Distress Syndrome, Newborn	D009846	Oliguria	2.6140121352265933	1
D012127	Respiratory Distress Syndrome, Newborn	D010146	Pain	1.3175468345229604	4
D012127	Respiratory Distress Syndrome, Newborn	D010243	Paralysis	3.8757710198627873	8
D012127	Respiratory Distress Syndrome, Newborn	D010264	Paraplegia	2.554958567331533	2
D012127	Respiratory Distress Syndrome, Newborn	D011141	Polyuria	2.360901406839901	1
D012127	Respiratory Distress Syndrome, Newborn	D011507	Proteinuria	1.248977773533552	1
D012127	Respiratory Distress Syndrome, Newborn	D011537	Pruritus	1.4659421084818036	1
D012127	Respiratory Distress Syndrome, Newborn	D011596	Psychomotor Disorders	6.658204958185547	5
D012127	Respiratory Distress Syndrome, Newborn	D011693	Purpura	1.0632186059291338	1
D012127	Respiratory Distress Syndrome, Newborn	D011782	Quadriplegia	6.8456983474682005	5
D012127	Respiratory Distress Syndrome, Newborn	D053120	Respiratory Aspiration	3.3300735753094144	1
D012127	Respiratory Distress Syndrome, Newborn	D012133	Respiratory Paralysis	14.936521545845276	6
D012127	Respiratory Distress Syndrome, Newborn	D012135	Respiratory Sounds	18.031962610983964	11
D012127	Respiratory Distress Syndrome, Newborn	D012640	Seizures	8.451669255214139	10
D012127	Respiratory Distress Syndrome, Newborn	D012892	Sleep Deprivation	2.5759122889943233	1
D012127	Respiratory Distress Syndrome, Newborn	D012893	Sleep Disorders	1.4929989098693168	1
D012127	Respiratory Distress Syndrome, Newborn	D012912	Sneezing	3.356920825345602	1
D012127	Respiratory Distress Syndrome, Newborn	D013064	Speech Disorders	2.3058331220480084	2
D012127	Respiratory Distress Syndrome, Newborn	D014786	Vision Disorders	1.3269788637358182	2
