CasRN	ChemicalName	DiseaseID	DiseaseName	Score
709-55-7	Etilefrine	D007024	Hypotension, Orthostatic	0.0
41340-25-4	Etodolac	D009362	Neoplasm Metastasis	0.0
41340-25-4	Etodolac	D010003	Osteoarthritis	0.0
82258-36-4	etomoxir	D006333	Heart Failure	0.0
33419-42-0	Etoposide	D008175	Lung Neoplasms	0.0
202409-33-4	Etoricoxib	D001172	Arthritis, Rheumatoid	0.0
202409-33-4	Etoricoxib	D006073	Gout	0.0
202409-33-4	Etoricoxib	D010003	Osteoarthritis	0.0
470-82-6	Eucalyptol	D029424	Pulmonary Disease, Chronic Obstructive	0.0
97-53-0	Eugenol	D008133	Long QT Syndrome	0.0
97-53-0	Eugenol	D009362	Neoplasm Metastasis	0.0
5956-87-6	evodiamine	D009362	Neoplasm Metastasis	0.0
5956-87-6	evodiamine	D009765	Obesity	0.0
141732-76-5	Exenatide	D003924	Diabetes Mellitus, Type 2	0.0
141732-76-5	Exenatide	D010024	Osteoporosis	0.0
102676-47-1	Fadrozole	D009362	Neoplasm Metastasis	0.0
77862-92-1	falipamil	D000787	Angina Pectoris	0.0
76824-35-6	Famotidine	D001172	Arthritis, Rheumatoid	0.0
76824-35-6	Famotidine	D006333	Heart Failure	0.0
76824-35-6	Famotidine	D006973	Hypertension	0.0
76824-35-6	Famotidine	D008175	Lung Neoplasms	0.0
76824-35-6	Famotidine	D009362	Neoplasm Metastasis	0.0
103745-39-7	fasudil	D002311	Cardiomyopathy, Dilated	0.0
103745-39-7	fasudil	D006973	Hypertension	0.0
103745-39-7	fasudil	D011654	Pulmonary Edema	0.0
72509-76-3	Felodipine	D000787	Angina Pectoris	0.0
72509-76-3	Felodipine	D003327	Coronary Disease	0.0
72509-76-3	Felodipine	D006333	Heart Failure	0.0
72509-76-3	Felodipine	D006973	Hypertension	0.0
34645-84-6	fenclofenac	D001172	Arthritis, Rheumatoid	0.0
13042-18-7	Fendiline	D000787	Angina Pectoris	0.0
458-24-2	Fenfluramine	D006973	Hypertension	0.0
458-24-2	Fenfluramine	D009765	Obesity	0.0
49562-28-9	Fenofibrate	D003324	Coronary Artery Disease	0.0
49562-28-9	Fenofibrate	D006073	Gout	0.0
49562-28-9	Fenofibrate	D009203	Myocardial Infarction	0.0
67227-56-9	Fenoldopam	D006973	Hypertension	0.0
31879-05-7	Fenoprofen	D001172	Arthritis, Rheumatoid	0.0
31879-05-7	Fenoprofen	D010003	Osteoarthritis	0.0
13392-18-2	Fenoterol	D001249	Asthma	0.0
13392-18-2	Fenoterol	D006333	Heart Failure	0.0
65646-68-6	Fenretinide	D009765	Obesity	0.0
65646-68-6	Fenretinide	D010490	Pericardial Effusion	0.0
437-38-7	Fentanyl	D003371	Cough	0.0
437-38-7	Fentanyl	D006973	Hypertension	0.0
437-38-7	Fentanyl	D006976	Hypertension, Pulmonary	0.0
437-38-7	Fentanyl	D011654	Pulmonary Edema	0.0
1135-24-6	ferulic acid	D050197	Atherosclerosis	0.0
1135-24-6	ferulic acid	D009202	Cardiomyopathies	0.0
1135-24-6	ferulic acid	D006973	Hypertension	0.0
1135-24-6	ferulic acid	D009203	Myocardial Infarction	0.0
1135-24-6	ferulic acid	D011654	Pulmonary Edema	0.0
136087-85-9	fidarestat	D006333	Heart Failure	0.0
247257-48-3	fimasartan	D006973	Hypertension	0.0
94936-90-0	FK 664	D006333	Heart Failure	0.0
146-14-5	Flavin-Adenine Dinucleotide	D007022	Hypotension	0.0
146-14-5	Flavin-Adenine Dinucleotide	D014693	Ventricular Fibrillation	0.0
54143-55-4	Flecainide	D001145	Arrhythmias, Cardiac	0.0
54143-55-4	Flecainide	D001281	Atrial Fibrillation	0.0
54143-55-4	Flecainide	D009203	Myocardial Infarction	0.0
54143-55-4	Flecainide	D013617	Tachycardia, Supraventricular	0.0
54143-55-4	Flecainide	D017180	Tachycardia, Ventricular	0.0
54143-55-4	Flecainide	D014693	Ventricular Fibrillation	0.0
54143-55-4	Flecainide	D018879	Ventricular Premature Complexes	0.0
54143-55-4	Flecainide	D014927	Wolff-Parkinson-White Syndrome	0.0
79660-72-3	Fleroxacin	D001991	Bronchitis	0.0
98206-10-1	flesinoxan	D006973	Hypertension	0.0
87721-62-8	flestolol	D000787	Angina Pectoris	0.0
87721-62-8	flestolol	D013617	Tachycardia, Supraventricular	0.0
87721-62-8	flestolol	D017180	Tachycardia, Ventricular	0.0
87721-62-8	flestolol	D014693	Ventricular Fibrillation	0.0
5250-39-5	Floxacillin	D018410	Pneumonia, Bacterial	0.0
50-91-9	Floxuridine	D009362	Neoplasm Metastasis	0.0
86386-73-4	Fluconazole	D001228	Aspergillosis	0.0
86386-73-4	Fluconazole	D002177	Candidiasis	0.0
86386-73-4	Fluconazole	D003453	Cryptococcosis	0.0
86386-73-4	Fluconazole	D004696	Endocarditis	0.0
86386-73-4	Fluconazole	D009181	Mycoses	0.0
2022-85-7	Flucytosine	D002177	Candidiasis	0.0
2022-85-7	Flucytosine	D003453	Cryptococcosis	0.0
2022-85-7	Flucytosine	D009181	Mycoses	0.0
21679-14-1	fludarabine	D010020	Osteonecrosis	0.0
127-31-1	Fludrocortisone	D007022	Hypotension	0.0
127-31-1	Fludrocortisone	D007024	Hypotension, Orthostatic	0.0
514-36-3	fludrocortisone acetate	D007024	Hypotension, Orthostatic	0.0
530-78-9	Flufenamic Acid	D012141	Respiratory Tract Infections	0.0
957-56-2	fluindione	D001281	Atrial Fibrillation	0.0
957-56-2	fluindione	D054556	Venous Thromboembolism	0.0
78755-81-4	Flumazenil	D007022	Hypotension	0.0
78755-81-4	Flumazenil	D012131	Respiratory Insufficiency	0.0
52468-60-7	Flunarizine	D017180	Tachycardia, Ventricular	0.0
52468-60-7	Flunarizine	D014693	Ventricular Fibrillation	0.0
1622-62-4	Flunitrazepam	D006973	Hypertension	0.0
51-21-8	Fluorouracil	D007822	Laryngeal Neoplasms	0.0
51-21-8	Fluorouracil	D008175	Lung Neoplasms	0.0
51-21-8	Fluorouracil	D009303	Nasopharyngeal Neoplasms	0.0
51-21-8	Fluorouracil	D009362	Neoplasm Metastasis	0.0
54910-89-3	Fluoxetine	D006332	Cardiomegaly	0.0
54910-89-3	Fluoxetine	D006976	Hypertension, Pulmonary	0.0
54910-89-3	Fluoxetine	D009765	Obesity	0.0
105182-45-4	fluparoxan	D007022	Hypotension	0.0
17617-23-1	Flurazepam	D012893	Sleep Wake Disorders	0.0
5104-49-4	Flurbiprofen	D001172	Arthritis, Rheumatoid	0.0
406-90-6	fluroxene	D017180	Tachycardia, Ventricular	0.0
28125-87-3	flutonidine	D006973	Hypertension	0.0
93957-54-1	Fluvastatin	D050197	Atherosclerosis	0.0
93957-54-1	Fluvastatin	D009202	Cardiomyopathies	0.0
93957-54-1	Fluvastatin	D003327	Coronary Disease	0.0
93957-54-1	Fluvastatin	D006333	Heart Failure	0.0
93957-54-1	Fluvastatin	D009203	Myocardial Infarction	0.0
54739-18-3	Fluvoxamine	D009765	Obesity	0.0
59-30-3	Folic Acid	D015535	Arthritis, Psoriatic	0.0
59-30-3	Folic Acid	D009202	Cardiomyopathies	0.0
59-30-3	Folic Acid	D018376	Cardiovascular Abnormalities	0.0
59-30-3	Folic Acid	D003924	Diabetes Mellitus, Type 2	0.0
59-30-3	Folic Acid	D006973	Hypertension	0.0
59-30-3	Folic Acid	D009303	Nasopharyngeal Neoplasms	0.0
59-30-3	Folic Acid	D010018	Osteomalacia	0.0
59-30-3	Folic Acid	D014123	Toxoplasmosis	0.0
50773-42-7	formosanin C	D008175	Lung Neoplasms	0.0
50773-42-7	formosanin C	D009362	Neoplasm Metastasis	0.0
23155-02-4	Fosfomycin	D003550	Cystic Fibrosis	0.0
23155-02-4	Fosfomycin	D018410	Pneumonia, Bacterial	0.0
98048-97-6	Fosinopril	D006332	Cardiomegaly	0.0
98048-97-6	Fosinopril	D006333	Heart Failure	0.0
98048-97-6	Fosinopril	D006973	Hypertension	0.0
93390-81-9	fosphenytoin	D017180	Tachycardia, Ventricular	0.0
142375-60-8	FR 139317	D006973	Hypertension	0.0
102671-35-2	FR 64822	D009765	Obesity	0.0
488-69-7	fructose-1,6-diphosphate	D009202	Cardiomyopathies	0.0
9072-19-9	fucoidan	D020246	Venous Thrombosis	0.0
23110-15-8	fumagillin	D009362	Neoplasm Metastasis	0.0
23110-15-8	fumagillin	D009765	Obesity	0.0
85666-17-7	furegrelate	D006973	Hypertension	0.0
54-31-9	Furosemide	D001281	Atrial Fibrillation	0.0
54-31-9	Furosemide	D002311	Cardiomyopathy, Dilated	0.0
54-31-9	Furosemide	D003324	Coronary Artery Disease	0.0
54-31-9	Furosemide	D004417	Dyspnea	0.0
54-31-9	Furosemide	D006333	Heart Failure	0.0
54-31-9	Furosemide	D006973	Hypertension	0.0
54-31-9	Furosemide	D008944	Mitral Valve Insufficiency	0.0
54-31-9	Furosemide	D011654	Pulmonary Edema	0.0
54-31-9	Furosemide	D012128	Respiratory Distress Syndrome	0.0
78272-90-9	fusaric acid N,N-diethylaminoethylamide	D001145	Arrhythmias, Cardiac	0.0
6990-06-3	Fusidic Acid	D010019	Osteomyelitis	0.0
149-91-7	Gallic Acid	D003920	Diabetes Mellitus	0.0
149-91-7	Gallic Acid	D009203	Myocardial Infarction	0.0
149-91-7	Gallic Acid	D009362	Neoplasm Metastasis	0.0
16662-47-8	Gallopamil	D000787	Angina Pectoris	0.0
16662-47-8	Gallopamil	D001145	Arrhythmias, Cardiac	0.0
16662-47-8	Gallopamil	D017202	Myocardial Ischemia	0.0
56-12-2	gamma-Aminobutyric Acid	D006973	Hypertension	0.0
112811-59-3	Gatifloxacin	D012852	Sinusitis	0.0
103882-84-4	gemcitabine	D008175	Lung Neoplasms	0.0
103882-84-4	gemcitabine	D009362	Neoplasm Metastasis	0.0
103882-84-4	gemcitabine	D009382	Neoplasms, Unknown Primary	0.0
25812-30-0	Gemfibrozil	D050197	Atherosclerosis	0.0
25812-30-0	Gemfibrozil	D003324	Coronary Artery Disease	0.0
25812-30-0	Gemfibrozil	D003327	Coronary Disease	0.0
446-72-0	Genistein	D003924	Diabetes Mellitus, Type 2	0.0
446-72-0	Genistein	D008175	Lung Neoplasms	0.0
446-72-0	Genistein	D009203	Myocardial Infarction	0.0
446-72-0	Genistein	D009765	Obesity	0.0
446-72-0	Genistein	D010024	Osteoporosis	0.0
446-72-0	Genistein	D015663	Osteoporosis, Postmenopausal	0.0
624-15-7	geraniol	D001145	Arrhythmias, Cardiac	0.0
624-15-7	geraniol	D001249	Asthma	0.0
624-15-7	geraniol	D050197	Atherosclerosis	0.0
624-15-7	geraniol	D002177	Candidiasis	0.0
624-15-7	geraniol	D006332	Cardiomegaly	0.0
624-15-7	geraniol	D009202	Cardiomyopathies	0.0
624-15-7	geraniol	D006973	Hypertension	0.0
624-15-7	geraniol	D008133	Long QT Syndrome	0.0
624-15-7	geraniol	D008175	Lung Neoplasms	0.0
624-15-7	geraniol	D009765	Obesity	0.0
624-15-7	geraniol	D011654	Pulmonary Edema	0.0
1391-73-7	gingerol	D009362	Neoplasm Metastasis	0.0
22910-60-7	ginkgolic acid	D009203	Myocardial Infarction	0.0
99796-69-7	ginkgolide B	D007022	Hypotension	0.0
52705-93-8	ginsenoside Rd	D009203	Myocardial Infarction	0.0
52286-59-6	ginsenoside Re	D002177	Candidiasis	0.0
52286-59-6	ginsenoside Re	D003924	Diabetes Mellitus, Type 2	0.0
52286-59-6	ginsenoside Re	D009203	Myocardial Infarction	0.0
52286-59-6	ginsenoside Re	D014123	Toxoplasmosis	0.0
22427-39-0	ginsenoside Rg1	D002177	Candidiasis	0.0
22427-39-0	ginsenoside Rg1	D009203	Myocardial Infarction	0.0
59870-68-7	glabridin	D009765	Obesity	0.0
5630-11-5	glaucine	D003371	Cough	0.0
79498-31-0	glaucocalyxin A	D009362	Neoplasm Metastasis	0.0
21187-98-4	Gliclazide	D003920	Diabetes Mellitus	0.0
21187-98-4	Gliclazide	D003924	Diabetes Mellitus, Type 2	0.0
21187-98-4	Gliclazide	D009203	Myocardial Infarction	0.0
29094-61-9	Glipizide	D003920	Diabetes Mellitus	0.0
29094-61-9	Glipizide	D003924	Diabetes Mellitus, Type 2	0.0
9007-92-5	Glucagon	D007022	Hypotension	0.0
9007-92-5	Glucagon	D017180	Tachycardia, Ventricular	0.0
526-95-4	gluconic acid	D001145	Arrhythmias, Cardiac	0.0
3416-24-8	Glucosamine	D010003	Osteoarthritis	0.0
3416-24-8	Glucosamine	D010024	Osteoporosis	0.0
50-99-7	Glucose	D007022	Hypotension	0.0
70-18-8	Glutathione	D009202	Cardiomyopathies	0.0
70-18-8	Glutathione	D003550	Cystic Fibrosis	0.0
70-18-8	Glutathione	D006973	Hypertension	0.0
10238-21-8	Glyburide	D003920	Diabetes Mellitus	0.0
10238-21-8	Glyburide	D003924	Diabetes Mellitus, Type 2	0.0
10238-21-8	Glyburide	D007022	Hypotension	0.0
10238-21-8	Glyburide	D011654	Pulmonary Edema	0.0
596-51-0	Glycopyrrolate	D001249	Asthma	0.0
596-51-0	Glycopyrrolate	D007022	Hypotension	0.0
596-51-0	Glycopyrrolate	D029424	Pulmonary Disease, Chronic Obstructive	0.0
7440-57-5	Gold	D001172	Arthritis, Rheumatoid	0.0
12244-57-4	Gold Sodium Thiomalate	D001172	Arthritis, Rheumatoid	0.0
126-07-8	Griseofulvin	D009181	Mycoses	0.0
126-07-8	Griseofulvin	D011928	Raynaud Disease	0.0
93-14-1	Guaifenesin	D001249	Asthma	0.0
93-14-1	Guaifenesin	D003371	Cough	0.0
93-14-1	Guaifenesin	D012852	Sinusitis	0.0
5051-62-7	Guanabenz	D006973	Hypertension	0.0
40580-59-4	guanadrel	D006973	Hypertension	0.0
55-65-2	Guanethidine	D006973	Hypertension	0.0
55-65-2	Guanethidine	D007022	Hypotension	0.0
55-65-2	Guanethidine	D009203	Myocardial Infarction	0.0
29110-47-2	Guanfacine	D006973	Hypertension	0.0
29110-47-2	Guanfacine	D017180	Tachycardia, Ventricular	0.0
29110-47-2	Guanfacine	D018879	Ventricular Premature Complexes	0.0
2165-19-7	guanoxan	D006973	Hypertension	0.0
83843-49-6	GYKI 23107	D001145	Arrhythmias, Cardiac	0.0
52-86-8	Haloperidol	D006973	Hypertension	0.0
52-86-8	Haloperidol	D007022	Hypotension	0.0
151-67-7	Halothane	D001249	Asthma	0.0
151-67-7	Halothane	D006973	Hypertension	0.0
69806-34-4	haloxyfop	D014123	Toxoplasmosis	0.0
442-51-3	Harmine	D009765	Obesity	0.0
100438-92-4	heme arginate	D006332	Cardiomegaly	0.0
100438-92-4	heme arginate	D006973	Hypertension	0.0
312-45-8	Hemicholinium 3	D006973	Hypertension	0.0
312-45-8	Hemicholinium 3	D007022	Hypotension	0.0
16009-13-5	Hemin	D003924	Diabetes Mellitus, Type 2	0.0
16009-13-5	Hemin	D006973	Hypertension	0.0
9005-49-6	Heparin	D000787	Angina Pectoris	0.0
9005-49-6	Heparin	D000789	Angina, Unstable	0.0
9005-49-6	Heparin	D001249	Asthma	0.0
9005-49-6	Heparin	D001281	Atrial Fibrillation	0.0
9005-49-6	Heparin	D003324	Coronary Artery Disease	0.0
9005-49-6	Heparin	D006973	Hypertension	0.0
9005-49-6	Heparin	D008175	Lung Neoplasms	0.0
9005-49-6	Heparin	D009203	Myocardial Infarction	0.0
9005-49-6	Heparin	D017202	Myocardial Ischemia	0.0
9005-49-6	Heparin	D010493	Pericarditis	0.0
9005-49-6	Heparin	D011655	Pulmonary Embolism	0.0
9005-49-6	Heparin	D054556	Venous Thromboembolism	0.0
9005-49-6	Heparin	D020246	Venous Thrombosis	0.0
372-66-7	Heptaminol	D007024	Hypotension, Orthostatic	0.0
520-33-2	hesperetin	D001261	Pulmonary Atelectasis	0.0
520-33-2	hesperetin	D011654	Pulmonary Edema	0.0
520-26-3	Hesperidin	D006332	Cardiomegaly	0.0
9011-04-5	Hexadimethrine Bromide	D012128	Respiratory Distress Syndrome	0.0
60-26-4	Hexamethonium	D006973	Hypertension	0.0
60-26-4	Hexamethonium	D007022	Hypotension	0.0
140703-51-1	hexarelin	D050197	Atherosclerosis	0.0
19202-36-9	hinokiflavone	D009362	Neoplasm Metastasis	0.0
51-45-6	Histamine	D001145	Arrhythmias, Cardiac	0.0
35354-74-6	honokiol	D009203	Myocardial Infarction	0.0
35354-74-6	honokiol	D009362	Neoplasm Metastasis	0.0
35354-74-6	honokiol	D009400	Nephrosclerosis	0.0
35354-74-6	honokiol	D017180	Tachycardia, Ventricular	0.0
35354-74-6	honokiol	D014693	Ventricular Fibrillation	0.0
86-54-4	Hydralazine	D050197	Atherosclerosis	0.0
86-54-4	Hydralazine	D006332	Cardiomegaly	0.0
86-54-4	Hydralazine	D002311	Cardiomyopathy, Dilated	0.0
86-54-4	Hydralazine	D006333	Heart Failure	0.0
86-54-4	Hydralazine	D006973	Hypertension	0.0
86-54-4	Hydralazine	D011654	Pulmonary Edema	0.0
58-93-5	Hydrochlorothiazide	D000787	Angina Pectoris	0.0
58-93-5	Hydrochlorothiazide	D050197	Atherosclerosis	0.0
58-93-5	Hydrochlorothiazide	D006333	Heart Failure	0.0
58-93-5	Hydrochlorothiazide	D006973	Hypertension	0.0
14124-50-6	hydrochlorothiazide-triamterene	D006973	Hypertension	0.0
125-29-1	Hydrocodone	D003371	Cough	0.0
50-23-7	Hydrocortisone	D001172	Arthritis, Rheumatoid	0.0
50-23-7	Hydrocortisone	D001249	Asthma	0.0
50-23-7	Hydrocortisone	D004417	Dyspnea	0.0
50-23-7	Hydrocortisone	D007022	Hypotension	0.0
50-23-7	Hydrocortisone	D007024	Hypotension, Orthostatic	0.0
50-23-7	Hydrocortisone	D008133	Long QT Syndrome	0.0
50-23-7	Hydrocortisone	D017202	Myocardial Ischemia	0.0
50-23-7	Hydrocortisone	D009362	Neoplasm Metastasis	0.0
50-23-7	Hydrocortisone	D012131	Respiratory Insufficiency	0.0
7783-06-4	Hydrogen Sulfide	D006973	Hypertension	0.0
118-42-3	Hydroxychloroquine	D015535	Arthritis, Psoriatic	0.0
118-42-3	Hydroxychloroquine	D001172	Arthritis, Rheumatoid	0.0
118-42-3	Hydroxychloroquine	D003550	Cystic Fibrosis	0.0
127-07-1	Hydroxyurea	D006976	Hypertension, Pulmonary	0.0
15687-27-1	Ibuprofen	D003550	Cystic Fibrosis	0.0
15687-27-1	Ibuprofen	D007022	Hypotension	0.0
15687-27-1	Ibuprofen	D010003	Osteoarthritis	0.0
15687-27-1	Ibuprofen	D015207	Osteoarthritis, Hip	0.0
130350-52-6	ibutilide	D001145	Arrhythmias, Cardiac	0.0
130350-52-6	ibutilide	D001281	Atrial Fibrillation	0.0
130350-52-6	ibutilide	D006333	Heart Failure	0.0
489-32-7	icariin	D010024	Osteoporosis	0.0
130308-48-4	icatibant	D007022	Hypotension	0.0
72795-19-8	ICI 118551	D001145	Arrhythmias, Cardiac	0.0
72795-19-8	ICI 118551	D007022	Hypotension	0.0
103961-78-0	ICI 195739	D001228	Aspergillosis	0.0
143494-72-8	ICI D8731	D006332	Cardiomegaly	0.0
143494-72-8	ICI D8731	D006973	Hypertension	0.0
79944-58-4	Idazoxan	D006973	Hypertension	0.0
79944-58-4	Idazoxan	D007022	Hypotension	0.0
79944-58-4	Idazoxan	D017180	Tachycardia, Ventricular	0.0
79944-58-4	Idazoxan	D014693	Ventricular Fibrillation	0.0
127420-24-0	idrapril	D006973	Hypertension	0.0
23210-56-2	ifenprodil	D001145	Arrhythmias, Cardiac	0.0
3778-73-2	Ifosfamide	D008175	Lung Neoplasms	0.0
3778-73-2	Ifosfamide	D009362	Neoplasm Metastasis	0.0
78919-13-8	Iloprost	D000787	Angina Pectoris	0.0
78919-13-8	Iloprost	D009202	Cardiomyopathies	0.0
78919-13-8	Iloprost	D006976	Hypertension, Pulmonary	0.0
78919-13-8	Iloprost	D016491	Peripheral Vascular Diseases	0.0
78919-13-8	Iloprost	D011928	Raynaud Disease	0.0
89371-37-9	imidapril	D006333	Heart Failure	0.0
89371-37-9	imidapril	D006973	Hypertension	0.0
89371-37-9	imidapril	D009203	Myocardial Infarction	0.0
74431-23-5	Imipenem	D000196	Actinomycosis	0.0
482-44-0	imperatorin	D006973	Hypertension	0.0
26807-65-8	Indapamide	D003920	Diabetes Mellitus	0.0
26807-65-8	Indapamide	D006973	Hypertension	0.0
26807-65-8	Indapamide	D012893	Sleep Wake Disorders	0.0
74517-78-5	indecainide	D017180	Tachycardia, Ventricular	0.0
150378-17-9	Indinavir	D009164	Mycobacterium Infections	0.0
80876-01-3	Indolapril	D006973	Hypertension	0.0
700-06-1	indole-3-carbinol	D009202	Cardiomyopathies	0.0
53-86-1	Indomethacin	D001014	Aortic Aneurysm	0.0
53-86-1	Indomethacin	D017544	Aortic Aneurysm, Abdominal	0.0
53-86-1	Indomethacin	D001172	Arthritis, Rheumatoid	0.0
53-86-1	Indomethacin	D002805	Chondrocalcinosis	0.0
53-86-1	Indomethacin	D054059	Coronary Occlusion	0.0
53-86-1	Indomethacin	D006073	Gout	0.0
53-86-1	Indomethacin	D006973	Hypertension	0.0
53-86-1	Indomethacin	D006976	Hypertension, Pulmonary	0.0
53-86-1	Indomethacin	D007022	Hypotension	0.0
53-86-1	Indomethacin	D007024	Hypotension, Orthostatic	0.0
53-86-1	Indomethacin	D008175	Lung Neoplasms	0.0
53-86-1	Indomethacin	D009362	Neoplasm Metastasis	0.0
53-86-1	Indomethacin	D010003	Osteoarthritis	0.0
53-86-1	Indomethacin	D015207	Osteoarthritis, Hip	0.0
53-86-1	Indomethacin	D010493	Pericarditis	0.0
53-86-1	Indomethacin	D011654	Pulmonary Edema	0.0
53-86-1	Indomethacin	D011928	Raynaud Disease	0.0
31842-01-0	Indoprofen	D010003	Osteoarthritis	0.0
26844-12-2	Indoramin	D006973	Hypertension	0.0
8067-59-2	Innovar	D017180	Tachycardia, Ventricular	0.0
58-63-9	Inosine	D009202	Cardiomyopathies	0.0
86-04-4	Inosine Diphosphate	D006333	Heart Failure	0.0
6917-35-7	Inositol	D008175	Lung Neoplasms	0.0
9005-80-5	Inulin	D006973	Hypertension	0.0
7553-56-2	Iodine	D008944	Mitral Valve Insufficiency	0.0
60205-81-4	Ipratropium	D001249	Asthma	0.0
60205-81-4	Ipratropium	D003139	Common Cold	0.0
60205-81-4	Ipratropium	D029424	Pulmonary Disease, Chronic Obstructive	0.0
54-92-2	Iproniazid	D006332	Cardiomegaly	0.0
138402-11-6	Irbesartan	D050197	Atherosclerosis	0.0
138402-11-6	Irbesartan	D001281	Atrial Fibrillation	0.0
138402-11-6	Irbesartan	D006332	Cardiomegaly	0.0
138402-11-6	Irbesartan	D003327	Coronary Disease	0.0
138402-11-6	Irbesartan	D003924	Diabetes Mellitus, Type 2	0.0
138402-11-6	Irbesartan	D006333	Heart Failure	0.0
138402-11-6	Irbesartan	D006973	Hypertension	0.0
138402-11-6	Irbesartan	D009203	Myocardial Infarction	0.0
59-63-2	Isocarboxazid	D006973	Hypertension	0.0
26675-46-7	Isoflurane	D001145	Arrhythmias, Cardiac	0.0
26675-46-7	Isoflurane	D006973	Hypertension	0.0
26675-46-7	Isoflurane	D011654	Pulmonary Edema	0.0
26675-46-7	Isoflurane	D017180	Tachycardia, Ventricular	0.0
961-29-5	isoliquiritigenin	D009362	Neoplasm Metastasis	0.0
54-85-3	Isoniazid	D009164	Mycobacterium Infections	0.0
54-85-3	Isoniazid	D014376	Tuberculosis	0.0
54-85-3	Isoniazid	D014397	Tuberculosis, Pulmonary	0.0
7683-59-2	Isoproterenol	D000787	Angina Pectoris	0.0
7683-59-2	Isoproterenol	D001145	Arrhythmias, Cardiac	0.0
7683-59-2	Isoproterenol	D001249	Asthma	0.0
7683-59-2	Isoproterenol	D054537	Atrioventricular Block	0.0
7683-59-2	Isoproterenol	D009202	Cardiomyopathies	0.0
7683-59-2	Isoproterenol	D006333	Heart Failure	0.0
7683-59-2	Isoproterenol	D007022	Hypotension	0.0
7683-59-2	Isoproterenol	D008133	Long QT Syndrome	0.0
7683-59-2	Isoproterenol	D011654	Pulmonary Edema	0.0
7683-59-2	Isoproterenol	D012131	Respiratory Insufficiency	0.0
7683-59-2	Isoproterenol	D017180	Tachycardia, Ventricular	0.0
7683-59-2	Isoproterenol	D014693	Ventricular Fibrillation	0.0
7683-59-2	Isoproterenol	D018879	Ventricular Premature Complexes	0.0
21637-25-2	isoquercitrin	D007251	Influenza, Human	0.0
87-33-2	Isosorbide Dinitrate	D000787	Angina Pectoris	0.0
87-33-2	Isosorbide Dinitrate	D003324	Coronary Artery Disease	0.0
87-33-2	Isosorbide Dinitrate	D003327	Coronary Disease	0.0
87-33-2	Isosorbide Dinitrate	D003329	Coronary Vasospasm	0.0
87-33-2	Isosorbide Dinitrate	D006333	Heart Failure	0.0
87-33-2	Isosorbide Dinitrate	D006973	Hypertension	0.0
87-33-2	Isosorbide Dinitrate	D007022	Hypotension	0.0
87-33-2	Isosorbide Dinitrate	D007024	Hypotension, Orthostatic	0.0
87-33-2	Isosorbide Dinitrate	D009203	Myocardial Infarction	0.0
87-33-2	Isosorbide Dinitrate	D017202	Myocardial Ischemia	0.0
87-33-2	Isosorbide Dinitrate	D011655	Pulmonary Embolism	0.0
16051-77-7	isosorbide-5-mononitrate	D000787	Angina Pectoris	0.0
16051-77-7	isosorbide-5-mononitrate	D006973	Hypertension	0.0
16051-77-7	isosorbide-5-mononitrate	D009203	Myocardial Infarction	0.0
16051-77-7	isosorbide-5-mononitrate	D017202	Myocardial Ischemia	0.0
16051-77-7	isosorbide-5-mononitrate	D011655	Pulmonary Embolism	0.0
95508-61-5	isoteolin	D001145	Arrhythmias, Cardiac	0.0
4759-48-2	Isotretinoin	D008175	Lung Neoplasms	0.0
395-28-8	Isoxsuprine	D006973	Hypertension	0.0
75695-93-1	Isradipine	D000787	Angina Pectoris	0.0
75695-93-1	Isradipine	D050197	Atherosclerosis	0.0
75695-93-1	Isradipine	D002312	Cardiomyopathy, Hypertrophic	0.0
75695-93-1	Isradipine	D003327	Coronary Disease	0.0
75695-93-1	Isradipine	D006973	Hypertension	0.0
84625-61-6	Itraconazole	D001228	Aspergillosis	0.0
84625-61-6	Itraconazole	D002177	Candidiasis	0.0
84625-61-6	Itraconazole	D003047	Coccidioidomycosis	0.0
84625-61-6	Itraconazole	D003453	Cryptococcosis	0.0
84625-61-6	Itraconazole	D006660	Histoplasmosis	0.0
84625-61-6	Itraconazole	D009181	Mycoses	0.0
84625-61-6	Itraconazole	D010019	Osteomyelitis	0.0
84625-61-6	Itraconazole	D013174	Sporotrichosis	0.0
70288-86-7	Ivermectin	D009362	Neoplasm Metastasis	0.0
219989-84-1	ixabepilone	D009362	Neoplasm Metastasis	0.0
520-18-3	kaempferol	D050197	Atherosclerosis	0.0
520-18-3	kaempferol	D009202	Cardiomyopathies	0.0
520-18-3	kaempferol	D010024	Osteoporosis	0.0
19895-95-5	kaempferol 3-O-sophoroside	D003920	Diabetes Mellitus	0.0
59-01-8	Kanamycin	D014376	Tuberculosis	0.0
6740-88-1	Ketamine	D007022	Hypotension	0.0
6740-88-1	Ketamine	D017180	Tachycardia, Ventricular	0.0
74050-98-9	Ketanserin	D006973	Hypertension	0.0
74050-98-9	Ketanserin	D006976	Hypertension, Pulmonary	0.0
74050-98-9	Ketanserin	D029424	Pulmonary Disease, Chronic Obstructive	0.0
65277-42-1	Ketoconazole	D001228	Aspergillosis	0.0
65277-42-1	Ketoconazole	D002177	Candidiasis	0.0
65277-42-1	Ketoconazole	D003453	Cryptococcosis	0.0
65277-42-1	Ketoconazole	D006660	Histoplasmosis	0.0
65277-42-1	Ketoconazole	D009181	Mycoses	0.0
