DiseaseID	DiseaseName	CasRN	ChemicalName	Score
D006973	Hypertension	104051-20-9	brefanolol	0.0
D006973	Hypertension	1812-30-2	Bromazepam	0.0
D006973	Hypertension	25614-03-3	Bromocriptine	0.0
D006973	Hypertension	28395-03-1	Bumetanide	0.0
D006973	Hypertension	80755-51-7	bunazosin	0.0
D006973	Hypertension	23284-25-5	Bupranolol	0.0
D006973	Hypertension	64241-34-5	cadralazine	0.0
D006973	Hypertension	58-08-2	Caffeine	0.0
D006973	Hypertension	32222-06-3	Calcitriol	0.0
D006973	Hypertension	7440-70-2	Calcium	0.0
D006973	Hypertension	10043-52-4	Calcium Chloride	0.0
D006973	Hypertension	139481-59-7	candesartan	0.0
D006973	Hypertension	145040-37-5	candesartan cilexetil	0.0
D006973	Hypertension	4138-96-9	Canrenoic Acid	0.0
D006973	Hypertension	976-71-6	Canrenone	0.0
D006973	Hypertension	404-86-4	Capsaicin	0.0
D006973	Hypertension	38821-49-7	Carbidopa	0.0
D006973	Hypertension	630-08-0	Carbon Monoxide	0.0
D006973	Hypertension	51781-06-7	Carteolol	0.0
D006973	Hypertension	72956-09-3	Carvedilol	0.0
D006973	Hypertension	401925-43-7	celivarone	0.0
D006973	Hypertension	6899-10-1	Cetrimonium	0.0
D006973	Hypertension	135689-23-5	CGP 48369	0.0
D006973	Hypertension	15879-93-3	Chloralose	0.0
D006973	Hypertension	7701-62-4	Chlorisondamine	0.0
D006973	Hypertension	58-94-6	Chlorothiazide	0.0
D006973	Hypertension	50-53-3	Chlorpromazine	0.0
D006973	Hypertension	77-36-1	Chlorthalidone	0.0
D006973	Hypertension	7440-47-3	Chromium	0.0
D006973	Hypertension	92077-78-6	Cilazapril	0.0
D006973	Hypertension	132203-70-4	cilnidipine	0.0
D006973	Hypertension	637-07-0	Clofibrate	0.0
D006973	Hypertension	4205-90-7	Clonidine	0.0
D006973	Hypertension	636-54-4	Clopamide	0.0
D006973	Hypertension	14325-03-2	cobaltiprotoporphyrin	0.0
D006973	Hypertension	7646-79-9	cobaltous chloride	0.0
D006973	Hypertension	8001-69-2	Cod Liver Oil	0.0
D006973	Hypertension	94470-67-4	Cromakalim	0.0
D006973	Hypertension	458-37-7	Curcumin	0.0
D006973	Hypertension	742-20-1	Cyclopenthiazide	0.0
D006973	Hypertension	2259-96-3	cyclothiazide	0.0
D006973	Hypertension	129-03-3	Cyproheptadine	0.0
D006973	Hypertension	486-66-8	daidzein	0.0
D006973	Hypertension	1131-64-2	Debrisoquin	0.0
D006973	Hypertension	53-43-0	Dehydroepiandrosterone	0.0
D006973	Hypertension	83435-67-0	delapril	0.0
D006973	Hypertension	64-85-7	Desoxycorticosterone	0.0
D006973	Hypertension	50-02-2	Dexamethasone	0.0
D006973	Hypertension	21888-98-2	Dexetimide	0.0
D006973	Hypertension	3239-44-9	Dexfenfluramine	0.0
D006973	Hypertension	439-14-5	Diazepam	0.0
D006973	Hypertension	364-98-7	Diazoxide	0.0
D006973	Hypertension	19395-87-0	Dibenz(b,f)(1,4)oxazepine-10(11H)-carboxylic acid, 8-chloro-, 2-acetylhydrazide	0.0
D006973	Hypertension	90-89-1	Diethylcarbamazine	0.0
D006973	Hypertension	56-53-1	Diethylstilbestrol	0.0
D006973	Hypertension	71-63-6	Digitoxin	0.0
D006973	Hypertension	20830-75-5	Digoxin	0.0
D006973	Hypertension	484-23-1	Dihydralazine	0.0
D006973	Hypertension	17479-19-5	Dihydroergocristine	0.0
D006973	Hypertension	11032-41-0	Dihydroergotoxine	0.0
D006973	Hypertension	42399-41-7	Diltiazem	0.0
D006973	Hypertension	363-24-6	Dinoprostone	0.0
D006973	Hypertension	512-04-9	Diosgenin	0.0
D006973	Hypertension	58-32-2	Dipyridamole	0.0
D006973	Hypertension	74191-85-8	Doxazosin	0.0
D006973	Hypertension	548-73-2	Droperidol	0.0
D006973	Hypertension	479-18-5	Dyphylline	0.0
D006973	Hypertension	111011-53-1	efonidipine	0.0
D006973	Hypertension	1553-41-9	Eicosapentaenoic Acid	0.0
D006973	Hypertension	119413-55-7	elgodipine	0.0
D006973	Hypertension	156001-18-2	embusartan	0.0
D006973	Hypertension	75847-73-3	Enalapril	0.0
D006973	Hypertension	84680-54-6	Enalaprilat	0.0
D006973	Hypertension	13838-16-9	Enflurane	0.0
D006973	Hypertension	100929-53-1	Enkephalin, Ala(2)-MePhe(4)-Gly(5)-	0.0
D006973	Hypertension	63631-40-3	Enkephalin, Leucine-2-Alanine	0.0
D006973	Hypertension	299-42-3	Ephedrine	0.0
D006973	Hypertension	989-51-5	epigallocatechin gallate	0.0
D006973	Hypertension	35121-78-9	Epoprostenol	0.0
D006973	Hypertension	305-01-1	esculetin	0.0
D006973	Hypertension	84057-94-3	esmolol	0.0
D006973	Hypertension	76824-35-6	Famotidine	0.0
D006973	Hypertension	103745-39-7	fasudil	0.0
D006973	Hypertension	72509-76-3	Felodipine	0.0
D006973	Hypertension	458-24-2	Fenfluramine	0.0
D006973	Hypertension	67227-56-9	Fenoldopam	0.0
D006973	Hypertension	437-38-7	Fentanyl	0.0
D006973	Hypertension	1135-24-6	ferulic acid	0.0
D006973	Hypertension	247257-48-3	fimasartan	0.0
D006973	Hypertension	98206-10-1	flesinoxan	0.0
D006973	Hypertension	1622-62-4	Flunitrazepam	0.0
D006973	Hypertension	28125-87-3	flutonidine	0.0
D006973	Hypertension	59-30-3	Folic Acid	0.0
D006973	Hypertension	98048-97-6	Fosinopril	0.0
D006973	Hypertension	142375-60-8	FR 139317	0.0
D006973	Hypertension	85666-17-7	furegrelate	0.0
D006973	Hypertension	54-31-9	Furosemide	0.0
D006973	Hypertension	56-12-2	gamma-Aminobutyric Acid	0.0
D006973	Hypertension	624-15-7	geraniol	0.0
D006973	Hypertension	70-18-8	Glutathione	0.0
D006973	Hypertension	5051-62-7	Guanabenz	0.0
D006973	Hypertension	40580-59-4	guanadrel	0.0
D006973	Hypertension	55-65-2	Guanethidine	0.0
D006973	Hypertension	29110-47-2	Guanfacine	0.0
D006973	Hypertension	2165-19-7	guanoxan	0.0
D006973	Hypertension	52-86-8	Haloperidol	0.0
D006973	Hypertension	151-67-7	Halothane	0.0
D006973	Hypertension	100438-92-4	heme arginate	0.0
D006973	Hypertension	312-45-8	Hemicholinium 3	0.0
D006973	Hypertension	16009-13-5	Hemin	0.0
D006973	Hypertension	9005-49-6	Heparin	0.0
D006973	Hypertension	60-26-4	Hexamethonium	0.0
D006973	Hypertension	86-54-4	Hydralazine	0.0
D006973	Hypertension	58-93-5	Hydrochlorothiazide	0.0
D006973	Hypertension	14124-50-6	hydrochlorothiazide-triamterene	0.0
D006973	Hypertension	7783-06-4	Hydrogen Sulfide	0.0
D006973	Hypertension	143494-72-8	ICI D8731	0.0
D006973	Hypertension	79944-58-4	Idazoxan	0.0
D006973	Hypertension	127420-24-0	idrapril	0.0
D006973	Hypertension	89371-37-9	imidapril	0.0
D006973	Hypertension	482-44-0	imperatorin	0.0
D006973	Hypertension	26807-65-8	Indapamide	0.0
D006973	Hypertension	80876-01-3	Indolapril	0.0
D006973	Hypertension	53-86-1	Indomethacin	0.0
D006973	Hypertension	26844-12-2	Indoramin	0.0
D006973	Hypertension	9005-80-5	Inulin	0.0
D006973	Hypertension	138402-11-6	Irbesartan	0.0
D006973	Hypertension	59-63-2	Isocarboxazid	0.0
D006973	Hypertension	26675-46-7	Isoflurane	0.0
D006973	Hypertension	87-33-2	Isosorbide Dinitrate	0.0
D006973	Hypertension	16051-77-7	isosorbide-5-mononitrate	0.0
D006973	Hypertension	395-28-8	Isoxsuprine	0.0
D006973	Hypertension	75695-93-1	Isradipine	0.0
D006973	Hypertension	74050-98-9	Ketanserin	0.0
D006973	Hypertension	22071-15-4	Ketoprofen	0.0
D006973	Hypertension	139298-40-1	KN 93	0.0
D006973	Hypertension	36894-69-6	Labetalol	0.0
D006973	Hypertension	100427-26-7	lercanidipine	0.0
D006973	Hypertension	113759-50-5	LF 2-0254	0.0
D006973	Hypertension	137-58-6	Lidocaine	0.0
D006973	Hypertension	8001-26-1	Linseed Oil	0.0
D006973	Hypertension	83915-83-7	Lisinopril	0.0
D006973	Hypertension	7439-93-2	Lithium	0.0
D006973	Hypertension	846-49-1	Lorazepam	0.0
D006973	Hypertension	114798-26-4	Losartan	0.0
D006973	Hypertension	75330-75-5	Lovastatin	0.0
D006973	Hypertension	7439-95-4	Magnesium	0.0
D006973	Hypertension	7487-88-9	Magnesium Sulfate	0.0
D006973	Hypertension	89226-50-6	manidipine	0.0
D006973	Hypertension	22232-71-9	Mazindol	0.0
D006973	Hypertension	60-40-2	Mecamylamine	0.0
D006973	Hypertension	644-62-2	Meclofenamic Acid	0.0
D006973	Hypertension	73-31-4	Melatonin	0.0
D006973	Hypertension	104713-75-9	mepirodipine	0.0
D006973	Hypertension	657-24-9	Metformin	0.0
D006973	Hypertension	60-56-0	Methimazole	0.0
D006973	Hypertension	135-07-9	Methyclothiazide	0.0
D006973	Hypertension	31610-87-4	methylatropine	0.0
D006973	Hypertension	555-30-6	Methyldopa	0.0
D006973	Hypertension	21019-30-7	methyllycaconitine	0.0
D006973	Hypertension	2921-57-5	Methylprednisolone Hemisuccinate	0.0
D006973	Hypertension	22664-55-7	Metipranolol	0.0
D006973	Hypertension	17560-51-9	Metolazone	0.0
D006973	Hypertension	37350-58-6	Metoprolol	0.0
D006973	Hypertension	54-36-4	Metyrapone	0.0
D006973	Hypertension	116644-53-2	Mibefradil	0.0
D006973	Hypertension	59467-70-8	Midazolam	0.0
D006973	Hypertension	84371-65-3	Mifepristone	0.0
D006973	Hypertension	38304-91-5	Minoxidil	0.0
D006973	Hypertension	65321-41-7	MK 761	0.0
D006973	Hypertension	103775-10-6	moexipril	0.0
D006973	Hypertension	25717-80-0	Molsidomine	0.0
D006973	Hypertension	57-27-2	Morphine	0.0
D006973	Hypertension	24280-93-1	Mycophenolic Acid	0.0
D006973	Hypertension	123653-11-2	N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide	0.0
D006973	Hypertension	108935-64-4	N-isobutyl-1,2-diphenylethanolamine	0.0
D006973	Hypertension	54852-85-6	N-methyl-1,2-diphenylethanolamine	0.0
D006973	Hypertension	42200-33-9	Nadolol	0.0
D006973	Hypertension	465-65-6	Naloxone	0.0
D006973	Hypertension	16590-41-3	Naltrexone	0.0
D006973	Hypertension	10236-47-2	naringin	0.0
D006973	Hypertension	1404-04-2	Neomycin	0.0
D006973	Hypertension	55985-32-5	Nicardipine	0.0
D006973	Hypertension	27848-84-6	Nicergoline	0.0
D006973	Hypertension	21829-25-4	Nifedipine	0.0
D006973	Hypertension	51803-78-2	nimesulide	0.0
D006973	Hypertension	66085-59-4	Nimodipine	0.0
D006973	Hypertension	63675-72-9	Nisoldipine	0.0
D006973	Hypertension	39562-70-4	Nitrendipine	0.0
D006973	Hypertension	10102-43-9	Nitric Oxide	0.0
D006973	Hypertension	55-63-0	Nitroglycerin	0.0
D006973	Hypertension	15078-28-1	Nitroprusside	0.0
D006973	Hypertension	32619-42-4	oleuropein	0.0
D006973	Hypertension	96829-58-2	Orlistat	0.0
D006973	Hypertension	1199-18-4	Oxidopamine	0.0
D006973	Hypertension	6452-71-7	Oxprenolol	0.0
D006973	Hypertension	82571-53-7	ozagrel	0.0
D006973	Hypertension	555-57-7	Pargyline	0.0
D006973	Hypertension	153049-49-1	PD 145065	0.0
D006973	Hypertension	36507-48-9	Penbutolol	0.0
D006973	Hypertension	78-11-5	Pentaerythritol Tetranitrate	0.0
D006973	Hypertension	52-62-0	Pentolinium Tartrate	0.0
D006973	Hypertension	66104-22-1	Pergolide	0.0
D006973	Hypertension	82834-16-0	Perindopril	0.0
D006973	Hypertension	95153-31-4	perindoprilat	0.0
D006973	Hypertension	59-96-1	Phenoxybenzamine	0.0
D006973	Hypertension	122-09-8	Phentermine	0.0
D006973	Hypertension	50-60-2	Phentolamine	0.0
D006973	Hypertension	14838-15-4	Phenylpropanolamine	0.0
D006973	Hypertension	36357-77-4	phosphoramidon	0.0
D006973	Hypertension	57-47-6	Physostigmine	0.0
D006973	Hypertension	85371-64-8	Pinacidil	0.0
D006973	Hypertension	13523-86-9	Pindolol	0.0
D006973	Hypertension	111025-46-8	Pioglitazone	0.0
D006973	Hypertension	7780-20-3	piperine	0.0
D006973	Hypertension	59-39-2	Piperoxan	0.0
D006973	Hypertension	28797-61-7	Pirenzepine	0.0
D006973	Hypertension	346-18-9	Polythiazide	0.0
D006973	Hypertension	7440-09-7	Potassium	0.0
D006973	Hypertension	6673-35-4	Practolol	0.0
D006973	Hypertension	81093-37-0	Pravastatin	0.0
D006973	Hypertension	19216-56-9	Prazosin	0.0
D006973	Hypertension	57-83-0	Progesterone	0.0
D006973	Hypertension	135467-92-4	prolinedithiocarbamate	0.0
D006973	Hypertension	525-66-6	Propranolol	0.0
D006973	Hypertension	51-52-5	Propylthiouracil	0.0
D006973	Hypertension	603-00-9	proxyphylline	0.0
D006973	Hypertension	3681-99-0	puerarin	0.0
D006973	Hypertension	117-39-5	Quercetin	0.0
D006973	Hypertension	82586-55-8	Quinapril	0.0
D006973	Hypertension	82768-85-2	quinaprilat	0.0
D006973	Hypertension	87333-19-5	Ramipril	0.0
D006973	Hypertension	87269-97-4	ramiprilat	0.0
D006973	Hypertension	72679-47-1	rentiapril	0.0
D006973	Hypertension	50-55-5	Reserpine	0.0
D006973	Hypertension	54187-04-1	Rilmenidine	0.0
D006973	Hypertension	120280-37-7	Ro 31-6930	0.0
D006973	Hypertension	83-79-4	Rotenone	0.0
D006973	Hypertension	146613-90-3	saprisartan potassium	0.0
D006973	Hypertension	34273-10-4	Saralasin	0.0
D006973	Hypertension	131741-08-7	Simendan	0.0
D006973	Hypertension	79902-63-9	Simvastatin	0.0
D006973	Hypertension	141874-20-6	SL 84.0418	0.0
D006973	Hypertension	16721-80-5	sodium bisulfide	0.0
D006973	Hypertension	83647-97-6	spirapril	0.0
D006973	Hypertension	52-01-7	Spironolactone	0.0
D006973	Hypertension	98299-61-7	SQ 29548	0.0
D006973	Hypertension	7772-99-8	stannous chloride	0.0
D006973	Hypertension	304-55-2	Succimer	0.0
D006973	Hypertension	66264-77-5	sulfinalol	0.0
D006973	Hypertension	109581-93-3	Tacrolimus	0.0
D006973	Hypertension	481-53-8	tangeretin	0.0
D006973	Hypertension	568-73-0	tanshinone	0.0
D006973	Hypertension	107-35-7	Taurine	0.0
D006973	Hypertension	110221-44-8	temocapril hydrochloride	0.0
D006973	Hypertension	2226-96-2	tempol	0.0
D006973	Hypertension	35115-60-7	Teprotide	0.0
D006973	Hypertension	63590-64-7	Terazosin	0.0
D006973	Hypertension	83688-84-0	tertatolol	0.0
D006973	Hypertension	36062-04-1	tetrahydrocurcumin	0.0
D006973	Hypertension	58-55-9	Theophylline	0.0
D006973	Hypertension	62-46-4	Thioctic Acid	0.0
D006973	Hypertension	490-91-5	thymoquinone	0.0
D006973	Hypertension	7488-70-2	Thyroxine	0.0
D006973	Hypertension	31428-61-2	tiamenidine	0.0
D006973	Hypertension	57010-31-8	Tiapamil Hydrochloride	0.0
D006973	Hypertension	40180-04-9	Ticrynafen	0.0
D006973	Hypertension	26839-75-8	Timolol	0.0
D006973	Hypertension	13379-86-7	tiprenolol	0.0
D006973	Hypertension	38103-61-6	tolamolol	0.0
D006973	Hypertension	56211-40-6	Torsemide	0.0
D006973	Hypertension	396-01-0	Triamterene	0.0
D006973	Hypertension	133-67-5	Trichlormethiazide	0.0
D006973	Hypertension	535-83-1	trigonelline	0.0
D006973	Hypertension	35795-16-5	trimazosin	0.0
D006973	Hypertension	68-91-7	trimethaphan camsylate	0.0
D006973	Hypertension	97322-87-7	Troglitazone	0.0
D006973	Hypertension	57-95-4	Tubocurarine	0.0
D006973	Hypertension	51-79-6	Urethane	0.0
D006973	Hypertension	99-66-1	Valproic Acid	0.0
D006973	Hypertension	73168-24-8	vasopressin, 1-(1-mercaptocyclohexaneacetic acid)-2-(O- methyl-L-tyrosine)-8-L-arginine-	0.0
D006973	Hypertension	52-53-9	Verapamil	0.0
D006973	Hypertension	1406-16-2	Vitamin D	0.0
D006973	Hypertension	1406-18-4	Vitamin E	0.0
D006973	Hypertension	90-47-1	xanthone	0.0
D006973	Hypertension	14293-44-8	Xipamide	0.0
D006973	Hypertension	138381-45-0	Y 27632	0.0
D006973	Hypertension	146-48-5	Yohimbine	0.0
D006973	Hypertension	37762-06-4	zaprinast	0.0
D006973	Hypertension	110703-94-1	zopolrestat	0.0
D006976	Hypertension, Pulmonary	1449-05-4	18alpha-glycyrrhetinic acid	0.0
D006976	Hypertension, Pulmonary	362-07-2	2-Methoxyestradiol	0.0
D006976	Hypertension, Pulmonary	745-65-3	Alprostadil	0.0
D006976	Hypertension, Pulmonary	60719-84-8	Amrinone	0.0
D006976	Hypertension, Pulmonary	520-36-5	Apigenin	0.0
D006976	Hypertension, Pulmonary	88430-50-6	beraprost	0.0
D006976	Hypertension, Pulmonary	147536-97-8	Bosentan	0.0
D006976	Hypertension, Pulmonary	25013-16-5	Butylated Hydroxyanisole	0.0
D006976	Hypertension, Pulmonary	72956-09-3	Carvedilol	0.0
D006976	Hypertension, Pulmonary	480-40-0	chrysin	0.0
D006976	Hypertension, Pulmonary	92077-78-6	Cilazapril	0.0
D006976	Hypertension, Pulmonary	78218-09-4	dazoxiben	0.0
D006976	Hypertension, Pulmonary	364-98-7	Diazoxide	0.0
D006976	Hypertension, Pulmonary	58-32-2	Dipyridamole	0.0
D006976	Hypertension, Pulmonary	75847-73-3	Enalapril	0.0
D006976	Hypertension, Pulmonary	989-51-5	epigallocatechin gallate	0.0
D006976	Hypertension, Pulmonary	35121-78-9	Epoprostenol	0.0
D006976	Hypertension, Pulmonary	437-38-7	Fentanyl	0.0
D006976	Hypertension, Pulmonary	54910-89-3	Fluoxetine	0.0
D006976	Hypertension, Pulmonary	127-07-1	Hydroxyurea	0.0
D006976	Hypertension, Pulmonary	78919-13-8	Iloprost	0.0
D006976	Hypertension, Pulmonary	53-86-1	Indomethacin	0.0
D006976	Hypertension, Pulmonary	74050-98-9	Ketanserin	0.0
D006976	Hypertension, Pulmonary	114798-26-4	Losartan	0.0
D006976	Hypertension, Pulmonary	7487-88-9	Magnesium Sulfate	0.0
D006976	Hypertension, Pulmonary	37350-58-6	Metoprolol	0.0
D006976	Hypertension, Pulmonary	78415-72-2	Milrinone	0.0
D006976	Hypertension, Pulmonary	38304-91-5	Minoxidil	0.0
D006976	Hypertension, Pulmonary	118414-82-7	MK-886	0.0
D006976	Hypertension, Pulmonary	465-65-6	Naloxone	0.0
D006976	Hypertension, Pulmonary	21829-25-4	Nifedipine	0.0
D006976	Hypertension, Pulmonary	10102-43-9	Nitric Oxide	0.0
D006976	Hypertension, Pulmonary	55-63-0	Nitroglycerin	0.0
D006976	Hypertension, Pulmonary	15078-28-1	Nitroprusside	0.0
D006976	Hypertension, Pulmonary	7782-44-7	Oxygen	0.0
D006976	Hypertension, Pulmonary	82571-53-7	ozagrel	0.0
D006976	Hypertension, Pulmonary	50-60-2	Phentolamine	0.0
D006976	Hypertension, Pulmonary	85371-64-8	Pinacidil	0.0
D006976	Hypertension, Pulmonary	525-66-6	Propranolol	0.0
D006976	Hypertension, Pulmonary	117-39-5	Quercetin	0.0
D006976	Hypertension, Pulmonary	133652-38-7	reteplase	0.0
D006976	Hypertension, Pulmonary	86819-20-7	sarpogrelate	0.0
D006976	Hypertension, Pulmonary	79902-63-9	Simvastatin	0.0
D006976	Hypertension, Pulmonary	59-98-3	Tolazoline	0.0
D006976	Hypertension, Pulmonary	56211-40-6	Torsemide	0.0
D006976	Hypertension, Pulmonary	99-66-1	Valproic Acid	0.0
D006976	Hypertension, Pulmonary	81-81-2	Warfarin	0.0
D006976	Hypertension, Pulmonary	107753-78-6	zafirlukast	0.0
D006976	Hypertension, Pulmonary	132880-11-6	zileuton	0.0
D007012	Hypopharyngeal Neoplasms	51803-78-2	nimesulide	0.0
D007022	Hypotension	154447-36-6	2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one	0.0
D007022	Hypotension	102575-24-6	2-methoxyidazoxan	0.0
D007022	Hypotension	504-24-5	4-Aminopyridine	0.0
D007022	Hypotension	5090-36-8	5,6-Dihydroxytryptamine	0.0
D007022	Hypotension	31363-74-3	5,7-Dihydroxytryptamine	0.0
D007022	Hypotension	57987-77-6	7,8-dichloro-1,2,3,4-tetrahydroisoquinoline	0.0
D007022	Hypotension	148589-13-3	8-(3-chlorostyryl)caffeine	0.0
D007022	Hypotension	80206-91-3	8-(4-sulfophenyl)theophylline	0.0
D007022	Hypotension	961-45-5	8-phenyltheophylline	0.0
D007022	Hypotension	103-90-2	Acetaminophen	0.0
D007022	Hypotension	498-02-2	acetovanillone	0.0
D007022	Hypotension	51-84-3	Acetylcholine	0.0
D007022	Hypotension	616-91-1	Acetylcysteine	0.0
D007022	Hypotension	306-60-5	Agmatine	0.0
D007022	Hypotension	115-79-7	Ambenonium Chloride	0.0
D007022	Hypotension	317-34-0	Aminophylline	0.0
D007022	Hypotension	300-62-9	Amphetamine	0.0
D007022	Hypotension	60719-84-8	Amrinone	0.0
D007022	Hypotension	63-75-2	Arecoline	0.0
D007022	Hypotension	113-79-1	Arginine Vasopressin	0.0
D007022	Hypotension	50-81-7	Ascorbic Acid	0.0
D007022	Hypotension	50-78-2	Aspirin	0.0
D007022	Hypotension	29122-68-7	Atenolol	0.0
D007022	Hypotension	51-55-8	Atropine	0.0
D007022	Hypotension	1134-47-0	Baclofen	0.0
D007022	Hypotension	322-35-0	Benserazide	0.0
D007022	Hypotension	485-49-4	Bicuculline	0.0
D007022	Hypotension	147536-97-8	Bosentan	0.0
D007022	Hypotension	138866-14-5	bradykinin, 1-adamantanecarboxylic acid-Arg(0)-Hyp(3)-Thi(5,8)-Phe(7)-	0.0
D007022	Hypotension	58-08-2	Caffeine	0.0
D007022	Hypotension	7440-70-2	Calcium	0.0
D007022	Hypotension	10043-52-4	Calcium Chloride	0.0
D007022	Hypotension	299-28-5	Calcium Gluconate	0.0
D007022	Hypotension	38821-49-7	Carbidopa	0.0
D007022	Hypotension	72956-09-3	Carvedilol	0.0
D007022	Hypotension	804-10-4	Chromonar	0.0
D007022	Hypotension	51481-61-9	Cimetidine	0.0
D007022	Hypotension	4205-90-7	Clonidine	0.0
D007022	Hypotension	17780-72-2	Clorgyline	0.0
D007022	Hypotension	138605-00-2	Colforsin	0.0
D007022	Hypotension	50-22-6	Corticosterone	0.0
D007022	Hypotension	96118-75-1	corticotropin releasing hormone (9-41)	0.0
D007022	Hypotension	42553-65-1	crocin	0.0
D007022	Hypotension	420-04-2	Cyanamide	0.0
D007022	Hypotension	129-03-3	Cyproheptadine	0.0
D007022	Hypotension	35231-36-8	deacetylmoxisylyte	0.0
D007022	Hypotension	50-47-5	Desipramine	0.0
D007022	Hypotension	50-02-2	Dexamethasone	0.0
D007022	Hypotension	9004-54-0	Dextrans	0.0
D007022	Hypotension	17479-19-5	Dihydroergocristine	0.0
D007022	Hypotension	511-12-6	Dihydroergotamine	0.0
D007022	Hypotension	42399-41-7	Diltiazem	0.0
D007022	Hypotension	67-68-5	Dimethyl Sulfoxide	0.0
D007022	Hypotension	58-73-1	Diphenhydramine	0.0
D007022	Hypotension	58-32-2	Dipyridamole	0.0
D007022	Hypotension	77086-22-7	Dizocilpine Maleate	0.0
D007022	Hypotension	34368-04-2	Dobutamine	0.0
D007022	Hypotension	57808-66-9	Domperidone	0.0
D007022	Hypotension	51-61-6	Dopamine	0.0
D007022	Hypotension	62078-98-2	DSP 4	0.0
D007022	Hypotension	312-48-1	Edrophonium	0.0
D007022	Hypotension	89197-32-0	efaroxan	0.0
D007022	Hypotension	299-42-3	Ephedrine	0.0
D007022	Hypotension	51-43-4	Epinephrine	0.0
D007022	Hypotension	84057-94-3	esmolol	0.0
D007022	Hypotension	58-54-8	Ethacrynic Acid	0.0
D007022	Hypotension	64-17-5	Ethanol	0.0
D007022	Hypotension	709-55-7	Etilefrine	0.0
D007022	Hypotension	146-14-5	Flavin-Adenine Dinucleotide	0.0
D007022	Hypotension	127-31-1	Fludrocortisone	0.0
D007022	Hypotension	78755-81-4	Flumazenil	0.0
D007022	Hypotension	105182-45-4	fluparoxan	0.0
D007022	Hypotension	99796-69-7	ginkgolide B	0.0
D007022	Hypotension	9007-92-5	Glucagon	0.0
D007022	Hypotension	50-99-7	Glucose	0.0
D007022	Hypotension	10238-21-8	Glyburide	0.0
D007022	Hypotension	596-51-0	Glycopyrrolate	0.0
D007022	Hypotension	55-65-2	Guanethidine	0.0
D007022	Hypotension	52-86-8	Haloperidol	0.0
D007022	Hypotension	312-45-8	Hemicholinium 3	0.0
D007022	Hypotension	60-26-4	Hexamethonium	0.0
D007022	Hypotension	50-23-7	Hydrocortisone	0.0
D007022	Hypotension	15687-27-1	Ibuprofen	0.0
D007022	Hypotension	130308-48-4	icatibant	0.0
D007022	Hypotension	72795-19-8	ICI 118551	0.0
D007022	Hypotension	79944-58-4	Idazoxan	0.0
D007022	Hypotension	53-86-1	Indomethacin	0.0
D007022	Hypotension	7683-59-2	Isoproterenol	0.0
D007022	Hypotension	87-33-2	Isosorbide Dinitrate	0.0
D007022	Hypotension	6740-88-1	Ketamine	0.0
D007022	Hypotension	111466-41-2	L 657743	0.0
D007022	Hypotension	36894-69-6	Labetalol	0.0
D007022	Hypotension	137-58-6	Lidocaine	0.0
D007022	Hypotension	100-92-5	Mephentermine	0.0
D007022	Hypotension	54-49-9	Metaraminol	0.0
D007022	Hypotension	91-80-5	Methapyrilene	0.0
D007022	Hypotension	59-05-2	Methotrexate	0.0
D007022	Hypotension	390-28-3	Methoxamine	0.0
D007022	Hypotension	61-73-4	Methylene Blue	0.0
D007022	Hypotension	2921-57-5	Methylprednisolone Hemisuccinate	0.0
D007022	Hypotension	34839-70-8	Metiamide	0.0
D007022	Hypotension	364-62-5	Metoclopramide	0.0
D007022	Hypotension	37350-58-6	Metoprolol	0.0
D007022	Hypotension	42794-76-3	Midodrine	0.0
D007022	Hypotension	78415-72-2	Milrinone	0.0
D007022	Hypotension	106791-40-6	Mivacurium	0.0
D007022	Hypotension	118414-82-7	MK-886	0.0
D007022	Hypotension	71320-77-9	Moclobemide	0.0
D007022	Hypotension	54-32-0	Moxisylyte	0.0
D007022	Hypotension	73232-50-5	N-methylnaloxone	0.0
D007022	Hypotension	465-65-6	Naloxone	0.0
D007022	Hypotension	16590-41-3	Naltrexone	0.0
D007022	Hypotension	59-99-4	Neostigmine	0.0
D007022	Hypotension	55-63-0	Nitroglycerin	0.0
D007022	Hypotension	51-41-2	Norepinephrine	0.0
D007022	Hypotension	114-90-9	Obidoxime Chloride	0.0
D007022	Hypotension	99614-02-5	Ondansetron	0.0
D007022	Hypotension	1199-18-4	Oxidopamine	0.0
D007022	Hypotension	70-22-4	Oxotremorine	0.0
D007022	Hypotension	47082-97-3	pargolol	0.0
D007022	Hypotension	23180-57-6	peoniflorin	0.0
D007022	Hypotension	50-60-2	Phentolamine	0.0
D007022	Hypotension	59-42-7	Phenylephrine	0.0
D007022	Hypotension	57-47-6	Physostigmine	0.0
D007022	Hypotension	124-87-8	Picrotoxin	0.0
D007022	Hypotension	13523-86-9	Pindolol	0.0
D007022	Hypotension	59-39-2	Piperoxan	0.0
D007022	Hypotension	9015-56-9	Polygeline	0.0
D007022	Hypotension	19216-56-9	Prazosin	0.0
D007022	Hypotension	51-06-9	Procainamide	0.0
D007022	Hypotension	525-66-6	Propranolol	0.0
D007022	Hypotension	80125-14-0	Remoxipride	0.0
D007022	Hypotension	158681-13-1	Rimonabant	0.0
D007022	Hypotension	91403-55-3	S 9871	0.0
