DiseaseName	DiseaseID
Dwarfism, Pituitary	D004393
Dyggve-Melchior-Clausen syndrome	C535726
Dystonia musculorum deformans type 2	C538006
Epilepsy, rolandic with paroxysmal exercise-induced dystonia and writer's cramp	C535499
Epiphyseal dysplasia, multiple, 5	C535505
Erythromelalgia	D004916
Freeman-Sheldon syndrome	C535483
Giant Axonal Neuropathy	D056768
Ichthyosis, Lamellar, 5	C564699
Indifference to Pain, Congenital, Autosomal Recessive	C565467
Limb-girdle muscular dystrophy type 2F	C535896
Marles Greenberg Persaud syndrome	C536022
Mental Retardation, Autosomal Recessive 6	C567017
Microphthalmia, Isolated, with Cataract 2	C565876
Multiple Pterygium Syndrome, Autosomal Dominant	C566739
Neuropathy, Distal Hereditary Motor, Type VIIA	C563562
Paroxysmal Extreme Pain Disorder	C563475
Pituitary Hormone Deficiency, Combined, 1	C567803
Renal Tubular Acidosis, Distal, with Progressive Nerve Deafness	C562897
Smith-McCort Dysplasia	C564589
Spondyloepimetaphyseal Dysplasia, Matrilin-3 Related	C563869
Stocco dos Santos syndrome	C537495
Weill-Marchesani-Like Syndrome	C567710
Chondroblastoma	D002804
Kahrizi Syndrome	C567196
Robinow Sorauf syndrome	C537183
Saethre-Chotzen Syndrome with Eyelid Anomalies	C566325
Van der Woude syndrome 2	C536529
Xeroderma Pigmentosum, Complementation Group E	C564732
Cataract, Autosomal Dominant	C565815
X-Linked Chondrodysplasia Punctata 1	C580533
Ear Neoplasms	D004428
Cushing's symphalangism	C536223
Joubert Syndrome 9	C567364
Meckel Syndrome, Type 6	C567365
NOG-Related-Symphalangism Spectrum Disorder	C536943
Urinary Incontinence	D014549
Chronic Kidney Disease-Mineral and Bone Disorder	D012080
Chromosome Disorders	D025063
Eosinophilia-Myalgia Syndrome	D016603
Esophageal Achalasia	D004931
Night Blindness, Congenital Stationary, Autosomal Dominant 1	C566474
Retinitis Pigmentosa 4	C566706
Spherocytosis, Type 5	C567202
Dermatitis, Atopic, 2	C565293
Ichthyosis Vulgaris	D016112
Congenital disorder of glycosylation, type 2G	C535756
Bartter Syndrome, Type 4b	C567762
Acute Disease	D000208
alpha-Mannosidosis	D008363
Arrhythmogenic Right Ventricular Dysplasia, Familial, 11	C566471
Cardiomyopathy, Dilated, 1x	C566907
HHH syndrome	C538380
Jensen syndrome	C537568
Mohr-Tranebjaerg syndrome	C535808
Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 3	C563747
Spinal muscular atrophy with respiratory distress 1	C536880
Thyroid Hormone Metabolism, Abnormal	C566454
Uridine 5-Prime Monophosphate Hydrolase Deficiency, Hemolytic Anemia due to	C564859
Wilson-Turner X-linked mental retardation syndrome	C536708
Dengue	D003715
Glaucoma 1, Open Angle, O	C567753
Multiple Sclerosis, Chronic Progressive	D020528
Achromatopsia 2	C536128
Cataract, zonular	C535342
CHARGE Syndrome	D058747
Colorectal Cancer, Hereditary Nonpolyposis, Type 4	C563971
Complement Factor I Deficiency	C572568
Orofaciodigital syndrome 5	C557819
Retinitis Pigmentosa 32	C563689
Supratentorial Neoplasms	D015173
MEHMO syndrome	C537451
Combined Malonic and Methylmalonic Aciduria	C580002
Deafness, Autosomal Dominant 21	C564634
Hemosiderosis	D006486
Kidney Papillary Necrosis	D007681
Renal Aminoacidurias	D000608
Senior-Loken Syndrome 5	C563763
Body Weight Changes	D001836
Atrial Septal Defect 4	C566963
Cholecystitis	D002764
Fetal Weight	D020567
Encephalocele	D004677
Macular dystrophy, corneal type 1	C537834
Typhoid Fever	D014435
Hypertelorism, Severe, With Midface Prominence, Myopia, Mental Retardation, And Bone Fragility	C566988
Lacrimal Apparatus Diseases	D007766
Bartter syndrome, type 3	C537653
Deafness, Autosomal Dominant 12	C563295
Deafness, Autosomal Recessive 21	C566353
Stargardt disease 3	C535805
Menstruation Disturbances	D008599
Muscle Neoplasms	D019042
Chagas Disease	D014355
Toxoplasmosis	D014123
Perceptual Disorders	D010468
Pontocerebellar Hypoplasia Type 6	C548074
Photosensitivity Disorders	D010787
Amelogenesis Imperfecta, Type IB	C562879
Amelogenesis Imperfecta, Type Ic	C567147
Lysosomal Storage Diseases	D016464
Clostridium Infections	D003015
Urethral Neoplasms	D014523
CDKL5 deficiency disorder	C564064
Encephaloclastic Proliferative Vasculopathy	C565593
Jaw Diseases	D007571
Omodysplasia type 1	C537746
Wasting Syndrome	D019282
Familial dermographism	C536612
Thrombocytopenia 3	C567487
Hypophosphatemic Rickets with Hypercalciuria, Hereditary	C562793
Preeclampsia Eclampsia 4	C563724
Bardet-Biedl Syndrome 12	C565921
Microcephalic osteodysplastic primordial dwarfism, type 1	C537577
Roifman syndrome	C535866
Consciousness Disorders	D003244
Anus Diseases	D001004
Pupil Disorders	D011681
Keratoacanthoma	D007636
Facial paresis, hereditary, congenital	C536386
Cone-Rod Dystrophy 11	C563671
Macular Degeneration, Age-Related, 6	C563674
Myostatin-related muscle hypertrophy	C536106
Bronchial Spasm	D001986
Laminopathies	D000083083
Anemia, Hemolytic, Congenital	D000745
Hypotrichosis, Localized, Autosomal Recessive 1	C564312
Jaundice	D007565
Lipoblastoma	D062689
Osteogenesis Imperfecta, Type V	C567042
Pontocerebellar Hypoplasia Type 2C	C567324
Pseudofolliculitis Barbae	C563016
Salivary Gland Adenoma, Pleomorphic	C563250
Spastic Paraplegia-50, Autosomal Recessive	C567858
Winkelman Bethge Pfeiffer syndrome	C536710
Conjunctivitis, Allergic	D003233
Multiple pterygium syndrome	C537377
Brachydactyly, Type B1	C566196
Branchiootic syndrome	C537104
Cayler cardiofacial syndrome	C535349
Chondrocalcinosis 2	C563162
Chordoma	D002817
Cone-Rod Dystrophy 5	C563415
Craniofacial deafness hand syndrome	C536453
Craniometaphyseal Dysplasia, Autosomal Dominant	C565145
Epiphyseal dysplasia, multiple, 3	C535503
Gastric Antral Vascular Ectasia	D020252
Hearing Loss, Conductive	D006314
Hydatidiform Mole	D006828
Hypopituitarism and septooptic 'dysplasia'	C531815
Krause-Kivlin syndrome	C537617
Leber Congenital Amaurosis 13	C567197
Macular dystrophy, concentric annular	C537833
NF1 Microdeletion Syndrome	C563524
Ocular Albinism type 1	C537863
Orstavik Lindemann Solberg syndrome	C537137
Otofaciocervical Syndrome	C563481
Papillorenal syndrome	C537168
Pelviscapular dysplasia	C535550
Primary Dysautonomias	D054969
Rhinitis, Allergic, Seasonal	D006255
Robinow syndrome, autosomal recessive	C535863
Sinonasal undifferentiated carcinoma	C537344
Waardenburg Syndrome	D014849
Glycosuria	D006029
Pain Insensitivity, Congenital	D000699
Kidney Cortex Necrosis	D007673
Dermatitis, Exfoliative	D003873
Diverticulum	D004240
Urologic Diseases	D014570
Birk-Barel Mental Retardation Dysmorphism Syndrome	C567357
Gaucher Disease, Perinatal Lethal	C564306
Gaucher Disease, Type Iiic	C565553
Reye Syndrome	D012202
Sucrase-isomaltase deficiency, congenital	C538139
Substance Abuse, Intravenous	D015819
Onycholysis	D054039
Ciguatera Poisoning	D036841
Confusion	D003221
Mydriasis	D015878
Serotonin Syndrome	D020230
Adenofibroma	D000232
Fetal hydantoin syndrome	C537922
Ocular Hypotension	D015814
Serositis	D012700
Myalgia	D063806
Airway Remodeling	D056151
Causalgia	D002422
Aortic Valve Stenosis	D001024
Brittle cornea syndrome 1	C536192
Paraparesis, Spastic	D020336
Poikiloderma with Neutropenia	C565820
Posterior column ataxia with retinitis pigmentosa	C536343
Bronchial Neoplasms	D001984
Tracheal Neoplasms	D014134
Constriction, Pathologic	D003251
Carcinoid Tumors, Intestinal	C562842
Malignant Carcinoid Syndrome	D008303
Furunculosis	D005667
Synostosis, Carpal, with Dysplastic Elbow Joints and Brachydactyly	C566090
Self Mutilation	D012652
Carney Complex Variant	C563845
Hecht syndrome	C535857
Intestinal Diseases, Parasitic	D007411
Lung Diseases, Parasitic	D008174
Onchocerciasis	D009855
Parasitic Diseases	D010272
Strongyloidiasis	D013322
Arterial Occlusive Disease, Progressive, with Hypertension, Heart Defects, Bone Fragility, and Brachysyndactyly	C566529
Arterial Tortuosity Syndrome	C565942
Arthrogryposis multiplex congenita neurogenic type	C536614
Autoimmune polyendocrinopathy syndrome, type 1	C538275
Cardiomyopathy, Familial Hypertrophic, 4	C566169
Ciliary Dyskinesia, Primary, 9	C567310
Delirium	D003693
Dyslexia	D004410
Hypolipoproteinemias	D007009
Ichthyosis Bullosa of Siemens	D053560
Nystagmus 1, congenital, X- linked	C537853
Orofaciodigital syndrome 4	C537133
Peeling skin syndrome, acral type	C536316
Plant Poisoning	D010939
Polyendocrinopathies, Autoimmune	D016884
Spinocerebellar ataxia, autosomal recessive 5	C537311
Vasculitis, Leukocytoclastic, Cutaneous	D018366
Tachycardia, Paroxysmal	D013614
Hemoptysis	D006469
Vertigo	D014717
Femoral Neuropathy	D020428
Hypesthesia	D006987
Neck Pain	D019547
Nerve Compression Syndromes	D009408
Rheumatic Heart Disease	D012214
Syncope	D013575
Leukocyte Adhesion Deficiency, Type III	C567555
Marden Walker like syndrome	C535909
Microphthalmia, Isolated 2	C566446
Microphthalmia, Isolated, with Coloboma 3	C566447
Tooth Agenesis, Selective, 3	C567036
Abnormalities, Severe Teratoid	D009008
Adenocarcinoma, Mucinous	D002288
Azoospermia, Nonobstructive	C564665
Birdshot Chorioretinopathy	D000080365
Blindness, Cortical	D019575
Chemical and Drug Induced Liver Injury, Chronic	D056487
Choroidal Dystrophy, Central Areolar 2	C567750
Churg-Strauss Syndrome	D015267
Cone-Rod Dystrophy 3	C565827
Corneal Dystrophy, Juvenile Epithelial of Meesmann	D053559
Deafness, Autosomal Recessive 16	C566339
Deafness, Autosomal Recessive 22	C564633
Diffuse panbronchiolitis	C536174
Exophthalmos	D005094
Facial Pain	D005157
Gastritis	D005756
Glycogen Storage Disease, Type IXD	C564485
Headache Disorders	D020773
Hypomagnesemia 5, Renal, with Ocular Involvement	C565423
Hypovolemia	D020896
Jeune syndrome	C537571
Lamellar ichthyosis, type 3	C537265
Lens Subluxation	D007906
Macrothrombocytopenia, Autosomal Dominant, Tubb1-Related	C567747
Macular Degeneration, Age-Related, 2	C562479
Neuroleptic Malignant Syndrome	D009459
Orofaciodigital syndrome 6	C536531
Plague	D010930
Postoperative Nausea and Vomiting	D020250
Presentey Anomaly	C564893
Purpura	D011693
Retinitis Pigmentosa 19	C566637
Retroperitoneal Fibrosis	D012185
Spondylosis	D055009
Stargardt Disease	D000080362
Thrombasthenia-Thrombocytopenia, Hereditary	C566060
Headache Disorders, Secondary	D051271
Spinal Stenosis	D013130
Hypothalamic Diseases	D007027
Altitude Sickness	D000532
Brain Death	D001926
Embolism, Fat	D004620
Gerstmann Syndrome	D005862
Headache Disorders, Primary	D051270
Hypocapnia	D016857
Idiopathic intracranial hypertension with papilledema	C531795
Papilledema	D010211
Pseudotumor Cerebri	D011559
Renal Colic	D056844
Retinal Artery Occlusion	D015356
Rosacea	D012393
Sleep Apnea, Central	D020182
Urinary Calculi	D014545
Vertebrobasilar Insufficiency	D014715
Vision, Low	D015354
Acute Pain	D059787
Proctocolitis	D011350
Visceral Pain	D059265
Cranial Nerve Diseases	D003389
Neurotic Disorders	D009497
Schizophrenia, Childhood	D012561
Toxoplasmosis, Congenital	D014125
Toxoplasmosis, Ocular	D014126
Bidirectional tachycardia	C535438
Abducens Nerve Diseases	D020434
Acitretin embryopathy	C538169
Capillary Leak Syndrome	D019559
Diplopia	D004172
Dysphonia	D055154
Atrial Flutter	D001282
Mouth Breathing	D009058
Neuronal intranuclear inclusion disease	C537395
Nose Diseases	D009668
Smoke Inhalation Injury	D015208
Tracheal Diseases	D014133
Abruzzo Erickson syndrome	C535559
Cleft palate X-linked	C536426
Deafness, Autosomal Dominant 2A	C567441
Deafness, Autosomal Recessive 3	C563961
Glaucoma 1, Open Angle, F	C566383
Myotilinopathy	C563775
Spastic paraplegia 20, autosomal recessive	C536858
Spondylo-Megaepiphyseal-Metaphyseal Dysplasia	C567639
Argyria	D001129
Klebsiella Infections	D007710
AIDS-Related Complex	D000386
Facial Nerve Diseases	D005155
Herpes Genitalis	D006558
Herpes Zoster	D006562
Herpes Zoster Ophthalmicus	D006563
Herpes Zoster Oticus	D016697
Retinal Necrosis Syndrome, Acute	D015882
Skin Diseases, Vesiculobullous	D012872
Thrombophlebitis	D013924
Tachycardia, Atrioventricular Nodal Reentry	D013611
Dizziness	D004244
Sinus Arrest, Cardiac	D054138
Lymphadenitis	D008199
Meniere Disease	D008575
Agoraphobia	D000379
Acneiform Eruptions	D017486
Acute Chest Syndrome	D056586
Arachnoiditis	D001100
Central Serous Chorioretinopathy	D056833
Chalazion	D017043
Child Behavior Disorders	D002653
Dermatitis, Perioral	D019557
Dermatitis, Seborrheic	D012628
Diverticulitis, Colonic	D004239
Giant Cell Arteritis	D013700
Heart Rupture	D006341
Hiccup	D006606
Laryngismus	D007826
Microscopic Polyangiitis	D055953
Peroneal Neuropathies	D020427
Pneumonia, Pneumocystis	D011020
Polyarteritis Nodosa	D010488
Prurigo	D011536
Reflex Sympathetic Dystrophy	D012019
Retinal Vasculitis	D031300
Status Asthmaticus	D013224
Still's Disease, Adult-Onset	D016706
Tuberculosis, Renal	D014398
Neuromuscular Junction Diseases	D020511
Aicardi Syndrome	D058540
Nelson Syndrome	D009347
Subdural Effusion	D013353
Brachydactyly-Syndactyly Syndrome	C565193
Brachydactyly, Type D	C562420
Cataract, Coppock-Like	C565133
Cataract microcornea syndrome	C538287
Cataract, Nuclear Progressive	C564596
Cataract, Zonular Pulverulent 1	C566158
Deafness, Autosomal Dominant 15	C566545
Deafness, Autosomal Recessive 30	C564624
Langer mesomelic dysplasia	C537267
Leri-Weil syndrome	C537119
Pregnancy, Ectopic	D011271
Premature Ovarian Failure 5	C566921
Retinitis Pigmentosa 25	C566425
Riboflavin Deficiency	D012257
Short Stature, Idiopathic, X-Linked	C564479
Spinocerebellar ataxia 8	C537307
Syndactyly, type 2	C538153
Syndactyly, type v	C538155
Woolly Hair, Autosomal Recessive	C564735
Foveal Hypoplasia and Anterior Segment Dysgenesis	C563774
Mycotoxicosis	D015651
Flea Infestations	D058267
Lice Infestations	D010373
Tick Infestations	D013984
Dyspepsia	D004415
Histiocytosis, Langerhans-Cell	D006646
Radiculopathy	D011843
Atrial Premature Complexes	D018880
Bronchiolitis	D001988
Bronchitis	D001991
Conduct Disorder	D019955
Hemorrhagic Stroke	D000083302
Signs and Symptoms, Respiratory	D012818
Byssinosis	D002095
Environmental Illness	D018876
Epistaxis	D004844
Bundle-Branch Block	D002037
Mycoses	D009181
Ascariasis	D001196
Ciliophora Infections	D016770
Cysticercosis	D003551
Echinococcosis, Hepatic	D004444
Elephantiasis, Filarial	D004605
Fish Diseases	D005393
Giardiasis	D005873
Helminthiasis	D006373
Hookworm Infections	D006725
Neurocysticercosis	D020019
Orbital Diseases	D009916
Parasitic Diseases, Animal	D010273
Polyradiculoneuropathy	D011129
Toxocariasis	D014120
Gas Poisoning	D005739
Muscle Cramp	D009120
Bone Cysts, Aneurysmal	D017824
Brain Stem Infarctions	D020526
Fistula	D005402
Intracranial Embolism	D020766
Ocular Motility Disorders	D015835
Priapism	D011317
Somnambulism	D013009
Bone Marrow Failure Disorders	D000080983
Digestive System Diseases	D004066
Farmer's Lung	D005203
Duodenitis	D004382
Endophthalmitis	D009877
Osteoporotic Fractures	D058866
Respiratory Paralysis	D012133
Acidosis, Respiratory	D000142
Intraoperative Awareness	D058926
Intraoperative Complications	D007431
Prostatism	D053448
Wound Infection	D014946
Porokeratosis	D017499
Gram-Negative Bacterial Infections	D016905
Aspermia	D053714
Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis	D056648
Syndrome	D013577
Musculoskeletal Diseases	D009140
Hepatitis, Viral, Human	D006525
Mushroom Poisoning	D009145
Intracranial Arteriosclerosis	D002537
Vibrio Infections	D014735
DNA Degradation, Necrotic	D053836
Carcinoma 256, Walker	D002279
Enuresis	D004775
Dyspareunia	D004414
Impotence, Vasculogenic	D018783
Phlebitis	D010689
Pulmonary Atresia	D018633
Thromboangiitis Obliterans	D013919
Bothnia Retinal Dystrophy	C564392
Newfoundland Rod-Cone Dystrophy	C564391
Ileus	D045823
Absence of Tibia	C535563
Hepatitis A	D006506
Livedo Reticularis	D054068
Anemia, Refractory, with Excess of Blasts	D000754
Leukemia, Myelomonocytic, Chronic	D015477
Systemic Inflammatory Response Syndrome	D018746
Xerostomia	D014987
Bacteriuria	D001437
Bronchopneumonia	D001996
Endocarditis	D004696
Endocarditis, Bacterial	D004697
Hearing Loss, Bilateral	D006312
Hearing Loss, High-Frequency	D006316
Hearing Loss, Unilateral	D046088
Hyperhidrosis	D006945
Meningitis, Bacterial	D016920
Meningitis, Listeria	D008584
Pelvic Inflammatory Disease	D000292
Staphylococcal Skin Infections	D013207
Streptococcal Infections	D013290
Milk Hypersensitivity	D016269
Hyphema	D006988
Menorrhagia	D008595
Shwartzman Phenomenon	D012790
Dermatitis, Photoallergic	D017454
Keratosis, Actinic	D055623
Tissue Adhesions	D000267
Vulvodynia	D056650
Warts	D014860
Sphincter of Oddi Dysfunction	D046628
Tuberculosis, Multidrug-Resistant	D018088
Arthropathy, Neurogenic	D001177
Contusions	D003288
Dilatation, Pathologic	D004108
Epididymitis	D004823
Eye Hemorrhage	D005130
Foot Ulcer	D016523
Multiple Pulmonary Nodules	D055613
Myxedema	D009230
Tachycardia, Ectopic Junctional	D013613
Tachycardia, Reciprocating	D054139
Thyroiditis	D013966
Vasoplegia	D056987
Ventricular Flutter	D054141
Vocal Cord Paralysis	D014826
Psychoses, Alcoholic	D011604
Adams-Stokes Syndrome	D000219
Affective Disorders, Psychotic	D000341
Capgras Syndrome	D002194
Cataplexy	D002385
Hoarseness	D006685
Labyrinth Diseases	D007759
Sweat Gland Diseases	D013543
Tension-Type Headache	D018781
Macroglossia	D008260
Pleurodynia, Epidemic	D011000
Urinary Incontinence, Stress	D014550
Aphakia, congenital primary	C537786
Cataract, Autosomal Recessive Congenital 3	C567835
Diabetes Mellitus, Permanent Neonatal, with Cerebellar Agenesis	C563796
Intrinsic Factor Deficiency	C563242
Akinetic Mutism	D000405
Fusariosis	D060585
Abdominal Abscess	D018784
Community-Acquired Infections	D017714
Haemophilus Infections	D006192
Pneumonia, Bacterial	D018410
Diaper Rash	D003963
Ecchymosis	D004438
Gallbladder Diseases	D005705
Moraxellaceae Infections	D045828
Pharyngitis	D010612
Sialadenitis	D012793
Urethritis	D014526
Aneurysm, Ruptured	D017542
Anterior Wall Myocardial Infarction	D056988
Body Temperature Changes	D001832
Brain Damage, Chronic	D001925
Bruxism	D002012
Chromosome 13q trisomy	C535485
Colitis, Ischemic	D017091
Dysthymic Disorder	D019263
Hematoma, Subdural, Spinal	D046649
Takotsubo Cardiomyopathy	D054549
Vasculitis, Central Nervous System	D020293
Blastomycosis	D001759
Brown-Sequard Syndrome	D018437
Candidemia	D058387
Central Nervous System Infections	D002494
Chromoblastomycosis	D002862
Coccidioidomycosis	D003047
Coccidiosis	D003048
Cryptococcosis	D003453
Dermatomycoses	D003881
Fecal Incontinence	D005242
Fever of Unknown Origin	D005335
Fungemia	D016469
Histoplasmosis	D006660
Labyrinthitis	D007762
Lung Diseases, Fungal	D008172
Meningitis, Cryptococcal	D016919
Meningitis, Fungal	D016921
Mucormycosis	D009091
Otomycosis	D059249
Paraparesis	D020335
Pulmonary Aspergillosis	D055732
Systemic candidiasis	C536777
Tricuspid Valve Insufficiency	D014262
Zygomycosis	D020096
Candidiasis, Invasive	D058365
Abscess	D000038
Brain Abscess	D001922
Dysentery, Bacillary	D004405
Endocarditis, Subacute Bacterial	D004698
Meningitis, Haemophilus	D008583
Proteus Infections	D011512
Red-Cell Aplasia, Pure	D012010
Salmonella Infections	D012480
Leukemia, Biphenotypic, Acute	D015456
Neoplasms, Multiple Primary	D009378
Intermittent Claudication	D007383
Pyuria	D011776
Xerophthalmia	D014985
Histiocytoma	D051642
Ageusia	D000370
Blood Loss, Surgical	D016063
Glossalgia	D005926
Oligohydramnios	D016104
Renal Artery Obstruction	D012078
Tongue Diseases	D014060
Colic	D003085
Eclampsia	D004461
Panniculitis	D015434
Discitis	D015299
Endometritis	D004716
Epidural Abscess	D020802
Neuritis	D009443
Pneumonia, Staphylococcal	D011023
Puerperal Infection	D011645
Pyomyositis	D052880
Vestibulocochlear Nerve Diseases	D000160
Calciphylaxis	D002115
Median Neuropathy	D020423
Anorectal Malformations	D000071056
Bursitis	D002062
Dupuytren Contracture	D004387
Central Nervous System Cysts	D020863
Cheilitis	D002613
Pregnancy Complications, Infectious	D011251
Pulmonary Valve Stenosis	D011666
Duodenal Diseases	D004378
Hypertensive Encephalopathy	D020343
Tendinopathy	D052256
Rheumatic Fever	D012213
Scotoma	D012607
Trypanosomiasis	D014352
Trichostrongyloidiasis	D014252
Meningeal Neoplasms	D008577
Cytokine Release Syndrome	D000080424
Meige Syndrome	D008538
Central Nervous System Fungal Infections	D020314
Parotitis	D010309
Botulism	D001906
Dental Caries	D003731
Rheumatic Diseases	D012216
Adenoviridae Infections	D000257
Diabetic Foot	D017719
Filoviridae Infections	D018702
Hemorrhagic Fever, Ebola	D019142
Pica	D010842
Anisocoria	D015875
Entropion	D004774
Horner Syndrome	D006732
Gangrene	D005734
Postoperative Hemorrhage	D019106
Ciliary Dyskinesia, Primary, 11	C567212
Leukoencephalopathy Brain Calcifications and Cysts	C000598644
Amebiasis	D000562
Diarrhea, Infantile	D003968
Foot Diseases	D005534
Retinitis Pigmentosa 14	C563992
Syphilis	D013587
Thymus Hyperplasia	D013952
Carcinoma, Papillary	D002291
HTLV-I Infections	D015490
Thyroid Dysgenesis	D050033
Adrenal Cortex Neoplasms	D000306
Malaria, Vivax	D016780
Parasitemia	D018512
Autonomic Dysreflexia	D020211
Carcinoma, Bronchogenic	D002283
Chromosome Fragility	D002873
Camptosynpolydactyly, Complex	C564383
Foreign-Body Reaction	D005549
Syndactyly, Mesoaxial Synostotic, with Phalangeal Reduction	C563721
Tracheitis	D014136
Abdominal Neoplasms	D000008
Common Cold	D003139
Complex Regional Pain Syndromes	D020918
Eales disease	C538011
Lead Poisoning, Nervous System, Childhood	D020264
Scurvy	D012614
Erythema Nodosum	D004893
Acid-Base Imbalance	D000137
Alkalosis, Respiratory	D000472
Amaurosis Fugax	D020757
Angina Pectoris, Variant	D000788
Anterior Compartment Syndrome	D000868
Aortic Coarctation	D001017
Chickenpox	D002644
Dysuria	D053159
Filariasis	D005368
Gastric Fistula	D005747
Hematemesis	D006396
Hematoma, Epidural, Cranial	D006407
Hematoma, Subdural, Chronic	D020200
Hemoglobinuria	D006456
Hemospermia	D051516
Hemostatic Disorders	D020141
Hyperacusis	D012001
Melena	D008551
Moyamoya Disease	D009072
Postpartum Hemorrhage	D006473
Prinzmetal's variant angina	C536421
Vestibular Neuronitis	D020338
Water-Electrolyte Imbalance	D014883
Wheat Hypersensitivity	D021182
Folliculitis	D005499
Lichen Nitidus	D017513
Encephalomalacia	D004678
Pneumocystis Infections	D016720
Amnesia, Transient Global	D020236
Arrhythmia, Sinus	D001146
Vagus Nerve Diseases	D020421
Conjunctivitis	D003231
Monosomy	D009006
Actinomycetales Infections	D000193
Adenocarcinoma, Papillary	D000231
Chromosome 7, monosomy	C537814
Cytomegalovirus Retinitis	D017726
Klatskin Tumor	D018285
Lymphomatoid Granulomatosis	D008230
Panniculitis, Lupus Erythematosus	D015435
Retinal Hemorrhage	D012166
Lymphadenopathy	D000072281
Hutchinson's Melanotic Freckle	D018327
Erythema Chronicum Migrans	D015787
Glossitis, Benign Migratory	D005929
Gonorrhea	D006069
Impetigo	D007169
Pruritus Vulvae	D011539
Typhus, Endemic Flea-Borne	D014437
Serratia Infections	D016868
Leukemia P388	D007941
Decerebrate State	D003655
Stiff-Person Syndrome	D016750
Tetanus	D013742
Horse Diseases	D006734
Infectious Bovine Rhinotracheitis	D007241
Swine Diseases	D013553
Bone Demineralization, Pathologic	D018488
Amblyopia	D000550
Mutism	D009155
Acantholysis	D000051
Soft Tissue Injuries	D017695
Amnesia, Anterograde	D020324
Venous Insufficiency	D014689
Tonsillitis	D014069
Uterine Cervical Dysplasia	D002578
Hepatic Fibrosis, Congenital	C562378
Martin-Probst Deafness-Mental Retardation Syndrome	C564495
Premenstrual Syndrome	D011293
Pressure Ulcer	D003668
Esophageal Motility Disorders	D015154
Esotropia	D004948
Laryngeal Diseases	D007818
Pharyngeal Diseases	D010608
Superior Mesenteric Artery Syndrome	D013478
Scabies	D012532
Male Germ Cell Tumor	C564777
Retroperitoneal Neoplasms	D012186
Teratocarcinoma	D018243
Hypervitaminosis A	D006986
Eyelid Neoplasms	D005142
Leukomalacia, Periventricular	D007969
Tietze's Syndrome	D013991
Nephropathy, Chronic Tubulointerstitial	C564016
Lordosis	D008141
Fissure in Ano	D005401
Diabetes Mellitus, Lipoatrophic	D003923
Signs and Symptoms, Digestive	D012817
Common Bile Duct Diseases	D003137
Gestational Weight Gain	D000078064
Postural Orthostatic Tachycardia Syndrome	D054972
Arrest of spermatogenesis	C536875
Camptocormia	C537968
Cystadenoma	D003537
Dental Enamel Hypoplasia	D003744
Digestive System Abnormalities	D004065
Fluorosis, Dental	D009050
Gonadal Disorders	D006058
Myoma	D009214
Noninsulin-dependent diabetes mellitus with deafness	C536246
Urethral Stricture	D014525
Uterine Anomalies	C562565
Carotid Artery Injuries	D020212
Dysgerminoma	D004407
Nonseminomatous germ cell tumor	C537844
Uveal Neoplasms	D014604
Skin Diseases, Infectious	D012874
Surgical Wound Infection	D013530
Fasciitis, Necrotizing	D019115
Leukemia, Plasma Cell	D007952
Lymphocytosis	D008218
Lymphoma, Primary Effusion	D054685
Plasmacytoma	D010954
Alien Hand Syndrome	D055964
Hemifacial Spasm	D019569
Exotropia	D005099
Strabismus	D013285
Urinary Incontinence, Urge	D053202
Cerebral Arterial Diseases	D002539
Cerebrospinal Fluid Otorrhea	D002558
Cerebrospinal Fluid Rhinorrhea	D002559
Hemianopsia	D006423
Hernia	D006547
Lactation Disorders	D007775
Nonpuerperal galactorrhea	C537072
Pericarditis, Constrictive	D010494
Pneumocephalus	D011007
Sleep Bruxism	D020186
Syncope, Vasovagal	D019462
Ureteral Diseases	D014515
Snake Bites	D012909
Brachial Plexus Neuropathies	D020516
Fasciitis, Plantar	D036981
Labor Pain	D048949
Myofascial Pain Syndromes	D009209
Myotoxicity	D000081030
Polyradiculopathy	D011128
Trigeminal Nerve Diseases	D020433
Psychophysiologic Disorders	D011602
Neonatal Abstinence Syndrome	D009357
Spinal Fractures	D016103
Focal Nodular Hyperplasia	D020518
Dental Pulp Necrosis	D003790
Paroxysmal Hemicrania	D051302
Hernia, Abdominal	D046449
Olfactory Nerve Diseases	D020431
Prediabetic State	D011236
Abnormalities, Radiation-Induced	D000016
Lupus Erythematosus, Cutaneous	D008178
Orchitis	D009920
Fibrocystic Breast Disease	D005348
Post-Dural Puncture Headache	D051299
Ergotism	D004881
Intestinal Atresia	D007409
Calcium Metabolism Disorders	D002128
Parathyroid Diseases	D010279
Phosphorus Metabolism Disorders	D010760
Chromosome 22, microdeletion 22 q11	C536797
Pulpitis	D011671
Calculi	D002137
Gingival Overgrowth	D019214
Parturient Paresis	D010319
Prosthesis Failure	D011475
Onychomycosis	D014009
Leukoencephalopathy, Progressive Multifocal	D007968
Burning Mouth Syndrome	D002054
Myelitis	D009187
Tardive Dyskinesia	D000071057
Appendiceal Neoplasms	D001063
Foot Dermatoses	D005533
Foot Injuries	D018409
Hand-Foot Syndrome	D060831
Hand Injuries	D006230
Neoplasms, Unknown Primary	D009382
Paronychia	D010304
Laryngeal Edema	D007819
Nocturia	D053158
Pain, Referred	D053591
